Bugged;NumberOfCoupledClasses;NumberOfInheritedMethods;NumberPublicMethods;NumberOfAncestors;NumberUserDefinedAttributes;NumberOfPrivateAttributes;NumberOfSubclasses;NumberOfMethods_Mood;NumberOfPolymorphicMethods;NumberOfAttributes;NumberOfProtectedAttributes;Cohesion;NumberOfPublicAttributes
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.5;0.0
False;0.0;0.0;9.0;0.0;0.0;0.0;0.0;10.0;8.0;0.0;0.0;0.1;0.0
False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;4.0;0.0;1.0;4.0
False;0.0;0.0;31.0;0.0;0.0;5.0;0.0;35.0;30.0;5.0;0.0;0.0507936507936508;0.0
False;0.0;0.0;5.0;0.0;0.0;6.0;0.0;5.0;5.0;6.0;0.0;0.0;0.0
False;0.0;0.0;12.0;0.0;0.0;0.0;0.0;12.0;12.0;1.0;0.0;0.0;1.0
False;0.0;0.0;4.0;0.0;0.0;0.0;0.0;5.0;3.0;0.0;0.0;0.2;0.0
False;0.0;0.0;4.0;0.0;0.0;0.0;0.0;5.0;3.0;0.0;0.0;0.2;0.0
False;0.0;0.0;2.0;0.0;0.0;1.0;0.0;2.0;2.0;1.0;0.0;0.5;0.0
True;0.0;0.0;8.0;0.0;0.0;3.0;0.0;8.0;8.0;3.0;0.0;0.1875;0.0
False;0.0;0.0;10.0;0.0;0.0;4.0;0.0;10.0;10.0;4.0;0.0;0.2333333333333333;0.0
False;0.0;0.0;10.0;0.0;0.0;4.0;0.0;10.0;10.0;4.0;0.0;0.125;0.0
False;0.0;0.0;6.0;0.0;0.0;3.0;0.0;6.0;6.0;3.0;0.0;0.25;0.0
False;0.0;0.0;3.0;0.0;0.0;3.0;0.0;3.0;3.0;3.0;0.0;0.0;0.0
False;0.0;0.0;6.0;0.0;0.0;2.0;0.0;6.0;6.0;2.0;0.0;0.16666666666666666;0.0
False;0.0;0.0;4.0;0.0;0.0;2.0;0.0;4.0;4.0;2.0;0.0;0.25;0.0
False;0.0;0.0;4.0;0.0;0.0;4.0;0.0;4.0;4.0;4.0;0.0;0.0;0.0
False;0.0;0.0;12.0;0.0;0.0;5.0;0.0;12.0;12.0;5.0;0.0;0.16666666666666666;0.0
False;0.0;0.0;4.0;0.0;0.0;1.0;0.0;4.0;4.0;1.0;0.0;0.25;0.0
False;0.0;0.0;6.0;0.0;0.0;2.0;0.0;6.0;6.0;2.0;0.0;0.25;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;13.0;0.0;0.0;8.0;0.0;13.0;13.0;8.0;0.0;0.12307692307692307;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;4.0;0.0;0.0;1.0;0.0;4.0;4.0;1.0;0.0;0.25;0.0
False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0
True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0
False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0
False;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0
False;0.0;0.0;1.0;0.0;0.0;2.0;0.0;1.0;1.0;2.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0
False;0.0;0.0;6.0;0.0;0.0;2.0;0.0;6.0;6.0;2.0;0.0;0.0;0.0
False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0
False;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0
False;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0
True;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0
True;0.0;0.0;2.0;0.0;0.0;2.0;0.0;3.0;3.0;2.0;0.0;0.3333333333333333;0.0
False;0.0;0.0;3.0;0.0;0.0;0.0;0.0;3.0;3.0;0.0;0.0;0.5;0.0
True;0.0;0.0;5.0;0.0;0.0;1.0;0.0;5.0;5.0;1.0;0.0;0.24;0.0
False;0.0;0.0;3.0;0.0;0.0;1.0;0.0;3.0;3.0;1.0;0.0;0.3333333333333333;0.0
False;0.0;0.0;3.0;0.0;0.0;1.0;0.0;3.0;3.0;1.0;0.0;0.3333333333333333;0.0
False;0.0;0.0;4.0;0.0;0.0;1.0;0.0;4.0;4.0;1.0;0.0;0.625;0.0
True;0.0;0.0;6.0;0.0;0.0;1.0;0.0;6.0;6.0;1.0;0.0;0.4166666666666667;0.0
False;0.0;0.0;5.0;0.0;0.0;1.0;0.0;5.0;5.0;1.0;0.0;0.3333333333333333;0.0
False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.75;0.0
False;0.0;0.0;4.0;0.0;0.0;1.0;0.0;4.0;4.0;1.0;0.0;0.25;0.0
False;0.0;0.0;6.0;0.0;0.0;1.0;0.0;6.0;6.0;1.0;0.0;0.3333333333333333;0.0
False;0.0;0.0;5.0;0.0;0.0;1.0;0.0;5.0;5.0;1.0;0.0;0.4;0.0
True;0.0;0.0;7.0;0.0;0.0;1.0;0.0;7.0;7.0;1.0;0.0;0.19047619047619047;0.0
False;0.0;0.0;5.0;0.0;0.0;1.0;0.0;5.0;5.0;1.0;0.0;0.2;0.0
True;0.0;0.0;18.0;0.0;0.0;2.0;0.0;18.0;18.0;2.0;0.0;0.2222222222222222;0.0
False;0.0;0.0;2.0;0.0;0.0;1.0;0.0;2.0;2.0;1.0;0.0;0.5;0.0
True;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0
True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
True;0.0;0.0;5.0;0.0;0.0;3.0;0.0;5.0;5.0;3.0;0.0;0.24;0.0
True;0.0;0.0;4.0;0.0;0.0;1.0;0.0;4.0;4.0;1.0;0.0;0.25;0.0
False;0.0;0.0;0.0;0.0;0.0;2.0;0.0;3.0;1.0;2.0;0.0;0.5;0.0
False;0.0;0.0;4.0;0.0;0.0;2.0;0.0;4.0;4.0;2.0;0.0;0.25;0.0
False;0.0;0.0;4.0;0.0;0.0;2.0;0.0;4.0;4.0;2.0;0.0;0.25;0.0
False;0.0;0.0;5.0;0.0;0.0;3.0;0.0;6.0;5.0;3.0;0.0;0.25;0.0
False;0.0;0.0;5.0;0.0;0.0;1.0;0.0;5.0;5.0;1.0;0.0;0.4;0.0
True;0.0;0.0;6.0;0.0;0.0;6.0;0.0;6.0;6.0;6.0;0.0;0.4166666666666667;0.0
False;0.0;0.0;5.0;0.0;0.0;2.0;0.0;5.0;5.0;2.0;0.0;0.3;0.0
True;0.0;0.0;4.0;0.0;0.0;4.0;0.0;5.0;4.0;4.0;0.0;0.2;0.0
False;0.0;0.0;7.0;0.0;0.0;3.0;0.0;7.0;7.0;3.0;0.0;0.2857142857142857;0.0
False;0.0;0.0;7.0;0.0;0.0;3.0;0.0;7.0;7.0;3.0;0.0;0.2857142857142857;0.0
False;0.0;0.0;6.0;0.0;0.0;3.0;0.0;6.0;6.0;3.0;0.0;0.3333333333333333;0.0
False;0.0;0.0;6.0;0.0;0.0;3.0;0.0;6.0;6.0;3.0;0.0;0.3333333333333333;0.0
True;0.0;0.0;8.0;0.0;0.0;5.0;0.0;10.0;8.0;5.0;0.0;0.16666666666666666;0.0
True;0.0;0.0;8.0;0.0;0.0;5.0;0.0;10.0;8.0;5.0;0.0;0.16666666666666666;0.0
False;0.0;0.0;5.0;0.0;0.0;1.0;0.0;5.0;5.0;1.0;0.0;0.2;0.0
True;0.0;0.0;7.0;0.0;0.0;3.0;0.0;8.0;7.0;3.0;0.0;0.21875;0.0
True;0.0;0.0;8.0;0.0;0.0;2.0;0.0;16.0;16.0;2.0;0.0;0.171875;0.0
False;0.0;0.0;6.0;0.0;0.0;2.0;0.0;7.0;7.0;2.0;0.0;0.42857142857142855;0.0
False;0.0;0.0;2.0;0.0;0.0;1.0;0.0;2.0;2.0;1.0;0.0;0.5;0.0
False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0
False;0.0;0.0;3.0;0.0;0.0;2.0;0.0;3.0;3.0;2.0;0.0;0.0;0.0
False;0.0;0.0;3.0;0.0;0.0;2.0;0.0;3.0;3.0;2.0;0.0;0.0;0.0
False;0.0;0.0;2.0;0.0;0.0;2.0;0.0;2.0;2.0;2.0;0.0;0.0;0.0
True;0.0;0.0;15.0;0.0;0.0;0.0;0.0;15.0;15.0;0.0;0.0;0.11428571428571427;0.0
True;0.0;0.0;4.0;0.0;0.0;10.0;0.0;9.0;4.0;13.0;0.0;0.0;3.0
False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;0.0;1.0;2.0
False;0.0;0.0;3.0;0.0;0.0;6.0;0.0;3.0;3.0;7.0;0.0;0.0;1.0
False;0.0;0.0;3.0;0.0;0.0;5.0;0.0;3.0;3.0;8.0;0.0;0.0;3.0
False;0.0;0.0;3.0;0.0;0.0;8.0;0.0;3.0;3.0;8.0;0.0;0.0;0.0
False;1.0;0.0;4.0;0.0;0.0;9.0;0.0;6.0;4.0;13.0;0.0;0.25;4.0
True;0.0;0.0;5.0;0.0;0.0;6.0;0.0;5.0;5.0;8.0;0.0;0.0;2.0
False;0.0;0.0;4.0;0.0;0.0;2.0;0.0;4.0;4.0;2.0;0.0;0.0;0.0
True;0.0;0.0;6.0;0.0;0.0;6.0;0.0;7.0;6.0;7.0;0.0;0.0;1.0
False;0.0;0.0;3.0;0.0;0.0;6.0;0.0;3.0;3.0;7.0;0.0;0.0;1.0
True;0.0;0.0;3.0;0.0;0.0;6.0;0.0;3.0;3.0;7.0;0.0;0.0;1.0
True;0.0;0.0;3.0;0.0;0.0;7.0;0.0;4.0;3.0;13.0;0.0;0.0;6.0
False;0.0;0.0;3.0;0.0;0.0;8.0;0.0;3.0;3.0;9.0;0.0;0.0;1.0
True;0.0;0.0;3.0;0.0;0.0;9.0;0.0;3.0;3.0;9.0;0.0;0.0;0.0
True;0.0;0.0;2.0;0.0;0.0;7.0;0.0;2.0;2.0;11.0;0.0;0.0;4.0
True;0.0;0.0;2.0;0.0;0.0;4.0;0.0;2.0;2.0;4.0;0.0;0.0;0.0
False;0.0;0.0;6.0;0.0;0.0;8.0;0.0;15.0;5.0;8.0;0.0;0.2;0.0
True;0.0;0.0;16.0;0.0;0.0;3.0;0.0;17.0;17.0;3.0;0.0;0.2352941176470588;0.0
True;0.0;0.0;3.0;0.0;0.0;2.0;0.0;5.0;4.0;2.0;0.0;0.4;0.0
True;0.0;0.0;6.0;0.0;0.0;5.0;0.0;6.0;6.0;5.0;0.0;0.0;0.0
False;0.0;0.0;2.0;0.0;0.0;3.0;0.0;2.0;2.0;3.0;0.0;0.0;0.0
False;0.0;0.0;8.0;0.0;0.0;0.0;0.0;8.0;8.0;4.0;0.0;0.0;4.0
False;0.0;0.0;14.0;0.0;0.0;4.0;0.0;14.0;14.0;5.0;0.0;0.0;1.0
False;0.0;0.0;6.0;0.0;0.0;3.0;0.0;6.0;6.0;4.0;0.0;0.0;1.0
False;0.0;0.0;7.0;0.0;0.0;3.0;0.0;7.0;7.0;4.0;0.0;0.0;1.0
True;0.0;0.0;14.0;0.0;0.0;7.0;0.0;14.0;14.0;8.0;0.0;0.0;1.0
True;0.0;0.0;5.0;0.0;0.0;0.0;0.0;5.0;5.0;5.0;0.0;0.0;5.0
False;0.0;0.0;11.0;0.0;0.0;0.0;0.0;12.0;11.0;6.0;0.0;0.0;6.0
False;0.0;0.0;13.0;0.0;0.0;0.0;0.0;14.0;13.0;6.0;0.0;0.0;6.0
True;0.0;0.0;14.0;0.0;0.0;1.0;0.0;16.0;14.0;10.0;0.0;0.0;9.0
False;0.0;0.0;6.0;0.0;0.0;1.0;0.0;6.0;6.0;2.0;0.0;0.0;1.0
True;0.0;0.0;10.0;0.0;0.0;0.0;0.0;10.0;10.0;5.0;0.0;0.0;5.0
True;0.0;0.0;14.0;0.0;0.0;4.0;0.0;14.0;14.0;5.0;0.0;0.0;1.0
False;0.0;0.0;13.0;0.0;0.0;3.0;0.0;13.0;13.0;7.0;0.0;0.0;4.0
False;1.0;0.0;10.0;0.0;1.0;5.0;0.0;10.0;10.0;5.0;0.0;0.2;0.0
False;1.0;0.0;10.0;0.0;1.0;5.0;0.0;10.0;10.0;5.0;0.0;0.2;0.0
False;0.0;0.0;4.0;0.0;0.0;3.0;0.0;5.0;0.0;3.0;0.0;0.4;0.0
False;0.0;0.0;7.0;0.0;0.0;2.0;0.0;8.0;7.0;6.0;0.0;0.125;4.0
False;0.0;0.0;5.0;0.0;0.0;1.0;0.0;5.0;0.0;1.0;0.0;0.4;0.0
False;0.0;0.0;3.0;0.0;0.0;5.0;0.0;5.0;4.0;6.0;0.0;0.4;1.0
False;0.0;0.0;5.0;0.0;0.0;3.0;0.0;5.0;5.0;4.0;0.0;0.3;1.0
False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;4.0;0.0;1.0;0.0;0.5;1.0
False;0.0;0.0;2.0;0.0;0.0;1.0;0.0;2.0;1.0;1.0;0.0;0.0;0.0
False;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0
False;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0
False;1.0;0.0;7.0;0.0;2.0;0.0;0.0;7.0;7.0;4.0;0.0;0.0;4.0
False;1.0;0.0;7.0;0.0;2.0;0.0;0.0;7.0;7.0;4.0;0.0;0.0;4.0
True;0.0;0.0;9.0;0.0;0.0;4.0;0.0;9.0;8.0;19.0;0.0;0.4444444444444444;15.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;1.0;0.0;6.0;0.0;1.0;3.0;0.0;8.0;8.0;5.0;2.0;0.125;0.0
False;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0
False;0.0;0.0;1.0;0.0;0.0;2.0;0.0;3.0;3.0;3.0;1.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;2.0;1.0;0.0;0.0;0.0
False;0.0;0.0;14.0;0.0;0.0;1.0;0.0;17.0;10.0;3.0;0.0;0.18181818181818185;2.0
False;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;2.0;1.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;11.0;0.0;0.0;2.0;0.0;11.0;11.0;3.0;1.0;0.10606060606060606;0.0
True;2.0;0.0;59.0;0.0;0.0;0.0;0.0;61.0;0.0;1.0;1.0;0.1526639344262295;0.0
True;2.0;0.0;59.0;0.0;0.0;0.0;0.0;61.0;0.0;1.0;1.0;0.1526639344262295;0.0
True;2.0;0.0;59.0;0.0;0.0;0.0;0.0;61.0;0.0;1.0;1.0;0.1526639344262295;0.0
True;2.0;0.0;59.0;0.0;0.0;0.0;0.0;61.0;0.0;1.0;1.0;0.1526639344262295;0.0
False;0.0;0.0;3.0;0.0;0.0;0.0;0.0;3.0;3.0;0.0;0.0;0.4444444444444444;0.0
False;0.0;0.0;7.0;0.0;0.0;0.0;0.0;7.0;6.0;0.0;0.0;0.32142857142857145;0.0
False;0.0;0.0;15.0;0.0;0.0;6.0;0.0;15.0;15.0;6.0;0.0;0.18888888888888888;0.0
False;1.0;0.0;10.0;0.0;0.0;3.0;0.0;10.0;9.0;4.0;0.0;0.21428571428571427;1.0
False;0.0;0.0;4.0;0.0;0.0;0.0;0.0;4.0;4.0;0.0;0.0;0.3333333333333333;0.0
False;0.0;0.0;3.0;0.0;0.0;0.0;0.0;3.0;3.0;0.0;0.0;0.4444444444444444;0.0
False;1.0;0.0;26.0;0.0;0.0;0.0;0.0;26.0;15.0;5.0;0.0;0.23504273504273504;5.0
False;0.0;0.0;3.0;0.0;0.0;0.0;0.0;3.0;3.0;0.0;0.0;0.4444444444444444;0.0
False;0.0;0.0;7.0;0.0;0.0;0.0;0.0;7.0;6.0;0.0;0.0;0.32142857142857145;0.0
False;0.0;0.0;4.0;0.0;0.0;0.0;0.0;4.0;4.0;0.0;0.0;0.3333333333333333;0.0
True;0.0;0.0;48.0;0.0;0.0;21.0;0.0;48.0;47.0;21.0;0.0;0.078125;0.0
False;0.0;0.0;10.0;0.0;0.0;4.0;0.0;10.0;10.0;4.0;0.0;0.25;0.0
False;0.0;0.0;11.0;0.0;0.0;3.0;0.0;11.0;10.0;3.0;0.0;0.10606060606060606;0.0
False;2.0;0.0;6.0;0.0;1.0;0.0;0.0;7.0;5.0;3.0;1.0;0.3428571428571429;2.0
False;2.0;0.0;6.0;0.0;1.0;0.0;0.0;7.0;5.0;3.0;1.0;0.3428571428571429;2.0
False;2.0;0.0;6.0;0.0;1.0;0.0;0.0;7.0;5.0;3.0;1.0;0.3428571428571429;2.0
False;2.0;0.0;6.0;0.0;1.0;0.0;0.0;7.0;5.0;3.0;1.0;0.3428571428571429;2.0
False;2.0;0.0;6.0;0.0;1.0;0.0;0.0;7.0;5.0;3.0;1.0;0.3428571428571429;2.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;6.0;0.0;0.0;2.0;0.0;6.0;6.0;2.0;0.0;0.25;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;3.0;0.0;0.0;0.0;0.0;3.0;3.0;0.0;0.0;0.6111111111111112;0.0
False;0.0;0.0;3.0;0.0;0.0;0.0;0.0;3.0;3.0;0.0;0.0;0.6111111111111112;0.0
False;0.0;0.0;3.0;0.0;0.0;0.0;0.0;3.0;3.0;0.0;0.0;0.6111111111111112;0.0
False;0.0;0.0;3.0;0.0;0.0;0.0;0.0;6.0;3.0;1.0;1.0;0.3333333333333333;0.0
False;0.0;0.0;3.0;0.0;0.0;0.0;0.0;6.0;3.0;1.0;1.0;0.3333333333333333;0.0
False;0.0;0.0;3.0;0.0;0.0;0.0;0.0;6.0;3.0;1.0;1.0;0.3333333333333333;0.0
False;0.0;0.0;13.0;0.0;0.0;0.0;0.0;13.0;13.0;5.0;0.0;0.15384615384615385;5.0
False;0.0;0.0;5.0;0.0;0.0;1.0;0.0;5.0;5.0;2.0;0.0;0.2;1.0
False;0.0;0.0;5.0;0.0;0.0;1.0;0.0;5.0;5.0;1.0;0.0;0.2;0.0
False;0.0;0.0;7.0;0.0;0.0;2.0;0.0;7.0;7.0;2.0;0.0;0.14285714285714285;0.0
False;0.0;0.0;9.0;0.0;0.0;3.0;0.0;9.0;9.0;3.0;0.0;0.15555555555555556;0.0
True;0.0;0.0;19.0;0.0;0.0;8.0;0.0;19.0;19.0;8.0;0.0;0.10526315789473684;0.0
True;0.0;0.0;7.0;0.0;0.0;2.0;0.0;7.0;7.0;2.0;0.0;0.14285714285714285;0.0
True;0.0;0.0;5.0;0.0;0.0;1.0;0.0;5.0;5.0;1.0;0.0;0.2;0.0
True;0.0;0.0;5.0;0.0;0.0;1.0;0.0;5.0;5.0;1.0;0.0;0.2;0.0
True;0.0;0.0;5.0;0.0;0.0;1.0;0.0;5.0;5.0;1.0;0.0;0.2;0.0
False;0.0;0.0;6.0;0.0;0.0;0.0;0.0;6.0;5.0;0.0;0.0;0.16666666666666666;0.0
False;0.0;0.0;8.0;0.0;0.0;2.0;0.0;8.0;8.0;2.0;0.0;0.75;0.0
False;0.0;0.0;8.0;0.0;0.0;1.0;0.0;8.0;8.0;1.0;0.0;0.75;0.0
False;0.0;0.0;8.0;0.0;0.0;1.0;0.0;8.0;8.0;1.0;0.0;0.75;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;6.0;0.0;0.0;0.0;0.0;7.0;5.0;4.0;2.0;0.35714285714285715;2.0
False;0.0;0.0;11.0;0.0;0.0;6.0;0.0;17.0;11.0;6.0;0.0;0.13445378151260504;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;4.0;0.0;0.0;1.0;0.0;4.0;4.0;1.0;0.0;0.375;0.0
False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;3.0;1.0;2.0;0.0;0.5555555555555556;2.0
False;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.6666666666666666;0.0
False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;1.0;0.0;4.0;0.0;0.0;1.0;0.0;4.0;4.0;1.0;0.0;0.5416666666666666;0.0
False;0.0;0.0;4.0;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;0.36;0.0
False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0
False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0
False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0
False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0
False;0.0;0.0;9.0;0.0;0.0;2.0;0.0;9.0;8.0;2.0;0.0;0.3148148148148148;0.0
False;0.0;0.0;9.0;0.0;0.0;2.0;0.0;9.0;8.0;2.0;0.0;0.3148148148148148;0.0
False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0
False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0
False;1.0;0.0;5.0;0.0;0.0;1.0;0.0;5.0;5.0;1.0;0.0;0.42857142857142855;0.0
False;1.0;0.0;5.0;0.0;0.0;1.0;0.0;5.0;5.0;1.0;0.0;0.42857142857142855;0.0
False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0
False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0
False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0
False;1.0;0.0;4.0;0.0;0.0;1.0;0.0;4.0;4.0;1.0;0.0;0.5416666666666666;0.0
False;0.0;0.0;2.0;0.0;0.0;3.0;0.0;3.0;2.0;3.0;0.0;0.3333333333333333;0.0
False;0.0;0.0;2.0;0.0;0.0;3.0;0.0;3.0;2.0;3.0;0.0;0.3333333333333333;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0
False;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0
False;0.0;0.0;1.0;0.0;0.0;2.0;0.0;1.0;1.0;2.0;0.0;1.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
False;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0
