ThrowsCount_75%;ClassDataAbstractionCoupling_count;MethodLength_max;BooleanExpressionComplexity_count;ThrowsCount_25%;NumberOfMethods_Checkstyle_50%;NumberOfPackageMethod_min;AnonymousInnerClassLength_25%;NestedTryDepth_max;ExecutableStatementCount_std;NestedIfElseDepth_75%;AnonymousInnerClassLength_50%;NestedIfElseDepth_max;NCSSForThisMethod_25%;ClassDataAbstractionCoupling_std;CyclomaticComplexity_std;MethodLength_count;CyclomaticComplexity_50%;NCSSForThisClass_std;NumberOfPrivateMethod_25%;NestedTryDepth_mean;NestedIfElseDepth_min;NCSSForThisClass_mean;AnonymousInnerClassLength_max;CyclomaticComplexity_25%;ClassDataAbstractionCoupling_mean;NumberOfMethods_Checkstyle_std;NumberOfMethods_Checkstyle_75%;NestedTryDepth_75%;NPathComplexity_25%;NumberOfMethods_Checkstyle_min;NumberOfProtectedMethod_std;NPathComplexity_min;ExecutableStatementCount_min;FileLength_max;ClassDataAbstractionCoupling_50%;NumberOfPrivateMethod_count;CyclomaticComplexity_max;NPathComplexity_count;MethodLength_std;NumberOfProtectedMethod_mean;NCSSForThisClass_max;CyclomaticComplexity_mean;BooleanExpressionComplexity_75%;FileLength_25%;NumberOfMethods_Checkstyle_25%;ExecutableStatementCount_50%;NCSSForThisClass_50%;NumberOfPrivateMethod_mean;CyclomaticComplexity_min;CyclomaticComplexity_count;ClassDataAbstractionCoupling_max;NumberOfPrivateMethod_50%;NumberOfPackageMethod_count;ThrowsCount_max;NumberOfPackageMethod_mean;ClassFanOutComplexity_min;ExecutableStatementCount_max;NumberOfProtectedMethod_count;NPathComplexity_std;NestedForDepth_std;FileLength_std;NCSSForThisFile_25%;NumberOfPrivateMethod_max;NumberOfPackageMethod_75%;NCSSForThisClass_75%;NCSSForThisFile_mean;NCSSForThisFile_min;NumberOfPackageMethod_25%;NumberOfProtectedMethod_75%;FileLength_50%;NumberOfPrivateMethod_std;NumberOfProtectedMethod_25%;NCSSForThisMethod_50%;ClassFanOutComplexity_count;ClassDataAbstractionCoupling_75%;ExecutableStatementCount_count;ExecutableStatementCount_75%;NestedTryDepth_25%;NumberOfMethods_Checkstyle_count;CyclomaticComplexity_75%;MethodLength_25%;NestedTryDepth_50%;AnonymousInnerClassLength_min;BooleanExpressionComplexity_25%;ClassFanOutComplexity_75%;MethodLength_mean;NCSSForThisMethod_min;NCSSForThisMethod_count;NestedTryDepth_count;NCSSForThisClass_min;NestedForDepth_75%;NumberOfPublicMethods_Checkstyle_mean;BooleanExpressionComplexity_max;NPathComplexity_75%;NCSSForThisFile_50%;NestedForDepth_min;NumberOfPublicMethods_Checkstyle_50%;NCSSForThisMethod_mean;NumberOfPackageMethod_max;ExecutableStatementCount_25%;ClassFanOutComplexity_50%;NumberOfProtectedMethod_max;NCSSForThisMethod_75%;NumberOfPublicMethods_Checkstyle_min;AnonymousInnerClassLength_75%;NumberOfPublicMethods_Checkstyle_75%;NestedIfElseDepth_count;FileLength_mean;NestedForDepth_50%;ClassFanOutComplexity_25%;NestedTryDepth_min;NumberOfPrivateMethod_min;NumberOfProtectedMethod_50%;NumberOfPrivateMethod_75%;NestedIfElseDepth_std;NumberOfMethods_Checkstyle_mean;ExecutableStatementCount_mean;ThrowsCount_std;NCSSForThisFile_std;ThrowsCount_min;ClassDataAbstractionCoupling_min;AnonymousInnerClassLength_count;NCSSForThisClass_count;FileLength_75%;AnonymousInnerClassLength_mean;ThrowsCount_count;NPathComplexity_max;AnonymousInnerClassLength_std;ClassDataAbstractionCoupling_25%;NumberOfMethods_Checkstyle_max;MethodLength_min;ClassFanOutComplexity_max;NestedForDepth_max;NumberOfPackageMethod_50%;NestedForDepth_25%;BooleanExpressionComplexity_std;NestedTryDepth_std;NestedForDepth_mean;Bugged;FileLength_count;NCSSForThisClass_25%;NestedIfElseDepth_25%;FileLength_min;NCSSForThisFile_max;NumberOfPublicMethods_Checkstyle_25%;NumberOfPublicMethods_Checkstyle_count;ClassFanOutComplexity_mean;MethodLength_75%;NestedForDepth_count;ThrowsCount_50%;NestedIfElseDepth_mean;NCSSForThisMethod_std;NCSSForThisMethod_max;BooleanExpressionComplexity_50%;ThrowsCount_mean;NPathComplexity_50%;NumberOfPublicMethods_Checkstyle_max;NestedIfElseDepth_50%;MethodLength_50%;NumberOfPublicMethods_Checkstyle_std;NumberOfProtectedMethod_min;BooleanExpressionComplexity_mean;NCSSForThisFile_count;BooleanExpressionComplexity_min;ClassFanOutComplexity_std;NPathComplexity_mean;NumberOfPackageMethod_std;NCSSForThisFile_75%
0.0;4.0;3.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;4.0;1.0;4.5;0.0;0.0;0.0;2.25;0.0;1.0;0.0;2.0;1.0;0.0;0.75;0.0;0.0;0.0;1.0;49.0;0.0;4.0;1.0;4.0;0.0;0.0;9.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;4.0;0.0;0.0;4.0;0.0;0.0;0.0;1.0;4.0;0.5;0.0;24.5;0.0;0.0;0.0;2.25;3.5;0.0;0.0;0.0;0.0;0.0;0.0;2.0;4.0;0.0;4.0;1.0;0.0;4.0;1.0;3.0;0.0;0.0;0.0;0.75;3.0;2.0;4.0;4.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;1.0;4.0;12.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;7.0;0.0;0.0;4.0;4.0;12.25;0.0;4.0;1.0;0.0;0.0;4.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;False;4.0;0.0;0.0;0.0;14.0;0.0;4.0;0.75;3.0;4.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;4.0;0.0;3.0;2.0;0.0;0.0;4.0;0.0;1.5;0.75;0.0;3.5
0.0;48.0;49.0;48.0;0.0;0.0;0.0;0.0;0.0;3.4610292405952485;0.0;0.0;0.0;2.0;0.0;6.976022764944313;48.0;1.0;26.991125084615003;0.0;0.0;0.0;3.8958333333333335;0.0;1.0;0.0;6.92820323027551;0.0;0.0;0.0;0.0;0.0;0.0;1.0;394.0;0.0;48.0;45.0;48.0;7.812718082062558;0.0;187.0;2.375;0.0;0.0;0.0;1.0;0.0;0.0;1.0;48.0;0.0;0.0;48.0;1.0;0.0;0.0;22.0;48.0;2019.2952947968383;0.0;56.869001515178155;0.0;0.0;0.0;0.0;4.083333333333333;0.0;0.0;0.0;0.0;0.0;0.0;2.0;48.0;0.0;48.0;1.0;0.0;48.0;1.0;3.0;0.0;0.0;0.0;0.0;4.9375;2.0;48.0;48.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;3.4375;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;48.0;8.208333333333334;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.75;0.20194093652345885;28.290163190291647;0.0;0.0;48.0;48.0;0.0;0.0;48.0;10000.0;0.0;0.0;48.0;3.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;True;48.0;0.0;0.0;0.0;196.0;0.0;48.0;0.08333333333333333;3.0;48.0;0.0;0.0;7.103808538008388;47.0;0.0;0.04166666666666666;1.0;48.0;0.0;3.0;6.92820323027551;0.0;0.0;48.0;0.0;0.5773502691896258;417.20833333333326;0.0;0.0
0.0;10.0;12.0;10.0;0.0;0.0;0.0;0.0;0.0;1.6329931618554518;0.0;0.0;0.0;2.0;0.31622776601683794;2.584139659108574;10.0;1.0;13.281566172707196;0.0;0.0;0.0;4.2;0.0;1.0;0.1;3.1622776601683795;0.0;0.0;1.0;0.0;0.0;0.0;1.0;102.0;0.0;10.0;9.0;10.0;3.5339622081862863;0.0;42.0;2.3;0.0;0.0;0.0;1.0;0.0;0.0;1.0;10.0;1.0;0.0;10.0;0.0;0.0;0.0;5.0;10.0;60.19929863009664;0.0;32.25523213371748;0.0;0.0;0.0;0.0;4.8;0.0;0.0;0.0;0.0;0.0;0.0;2.0;10.0;0.0;10.0;3.25;0.0;10.0;2.5;3.0;0.0;0.0;0.0;0.0;5.4;2.0;10.0;10.0;0.0;0.0;1.0;0.0;2.5;0.0;0.0;0.0;3.7;0.0;1.0;0.0;0.0;4.25;0.0;0.0;0.0;10.0;10.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;15.178932768808222;0.0;0.0;10.0;10.0;0.0;0.0;10.0;192.0;0.0;0.0;10.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;False;10.0;0.0;0.0;0.0;48.0;0.0;10.0;0.3;6.75;10.0;0.0;0.0;3.0930028559098792;11.0;0.0;0.0;1.0;10.0;0.0;3.0;3.1622776601683795;0.0;0.0;10.0;0.0;0.9486832980505138;20.8;0.0;0.0
0.0;11.0;13.0;11.0;0.0;0.0;0.0;0.0;0.0;1.4333685689819815;0.0;0.0;0.0;2.0;0.6030226891555271;2.5866791627314534;11.0;1.0;11.75894243853278;0.0;0.0;0.0;3.5454545454545454;0.0;1.0;0.18181818181818185;3.3166247903554;0.0;0.0;0.5;0.0;0.0;0.0;1.0;101.0;0.0;11.0;9.0;11.0;3.20227192076898;0.0;39.0;2.090909090909091;0.0;0.0;0.0;1.0;0.0;0.0;1.0;11.0;2.0;0.0;11.0;1.0;0.0;0.0;5.0;11.0;57.41317555468194;0.0;30.45264580235412;0.0;0.0;0.0;0.0;4.181818181818182;0.0;0.0;0.0;0.0;0.0;0.0;2.0;11.0;0.0;11.0;1.0;0.0;11.0;1.0;3.0;0.0;0.0;0.0;0.0;4.636363636363637;2.0;11.0;11.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;3.1818181818181817;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;11.0;9.181818181818182;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.6363636363636365;0.4045199174779453;13.869521850577128;0.0;0.0;11.0;11.0;0.0;0.0;11.0;192.0;0.0;0.0;11.0;3.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;False;11.0;0.0;0.0;0.0;46.0;0.0;11.0;0.3636363636363637;5.0;11.0;0.0;0.0;2.8572077914699108;11.0;0.0;0.18181818181818185;1.0;11.0;0.0;3.0;3.3166247903554;0.0;0.0;11.0;0.0;1.2060453783110543;19.454545454545453;0.0;0.0
0.0;1.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;3.0;0.0;0.0;0.0;0.0;3.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;8.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;3.0;0.0;0.0;1.0;2.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;3.0;0.0;0.0;2.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;1.0;0.0;1.0;3.0;0.0;1.0;2.0;8.0;0.0;0.0;0.0;0.0;8.0;5.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;5.0;0.0;3.0;0.0;0.0;5.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;8.0;1.0;0.0;0.0;0.0;5.0;0.0;0.0;2.0;0.0;0.0;8.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0
0.0;10.0;87.0;10.0;0.0;0.0;0.0;0.0;0.0;15.619076655025275;0.0;0.0;1.0;2.0;0.31622776601683794;5.656854249492381;10.0;1.0;3.478505426185217;0.0;0.0;0.0;1.1;3.0;1.0;0.1;1.2649110640673518;0.0;0.0;0.25;0.0;0.0;0.0;1.0;217.0;0.0;10.0;19.0;10.0;26.233142735436374;0.0;11.0;3.0;0.0;0.0;0.0;1.0;0.0;0.1;1.0;10.0;1.0;0.0;10.0;1.0;0.0;0.0;51.0;10.0;968.0087235603246;0.31622776601683794;68.62142522565382;0.0;1.0;0.0;0.0;12.7;0.0;0.0;0.0;0.0;0.31622776601683794;0.0;2.0;10.0;0.0;10.0;4.0;0.0;10.0;1.0;3.0;0.0;0.0;0.0;0.0;12.8;2.0;10.0;10.0;0.0;0.0;0.4;1.0;1.0;0.0;0.0;0.0;9.0;0.0;1.0;0.0;0.0;5.0;0.0;0.0;0.0;10.0;21.7;0.0;0.0;0.0;0.0;0.0;0.0;0.421637021355784;0.4;6.8;0.421637021355784;40.160926284138434;0.0;0.0;10.0;10.0;0.0;0.3;10.0;3062.0;0.948683298050514;0.0;4.0;3.0;1.0;1.0;0.0;0.0;0.31622776601683794;0.0;0.1;False;10.0;0.0;0.0;0.0;127.0;0.0;10.0;0.1;8.25;10.0;0.0;0.2;19.067132861433453;63.0;0.0;0.2;1.0;4.0;0.0;3.0;1.2649110640673518;0.0;0.1;10.0;0.0;0.31622776601683794;307.0;0.0;0.0
1.0;2.0;0.0;2.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.7071067811865476;0.0;2.0;1.0;7.7781745930520225;0.0;0.0;0.0;5.5;0.0;1.0;0.5;0.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.5;2.0;1.0;2.0;0.0;0.0;11.0;1.0;0.0;0.0;2.0;0.0;5.5;0.0;1.0;2.0;1.0;0.0;2.0;1.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;8.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.75;2.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;3.25;0.0;1.0;2.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;2.5;0.0;1.0;2.0;0.0;2.0;2.0;0.0;0.0;1.75;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;2.0;2.0;0.0;0.0;2.0;0.0;0.0;0.25;2.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;False;2.0;2.75;0.0;0.0;0.0;2.0;2.0;2.5;0.0;2.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;2.1213203435596424;0.0;0.0;0.0
0.0;1.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;3.0;0.0;0.0;0.0;0.0;3.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;3.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.5773502691896258;0.0;0.0;0.0;2.0;0.0;0.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;3.0;1.7320508075688772;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;3.0;0.0;0.0;3.0;0.0;0.0;0.0;1.0;3.0;0.5773502691896258;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;0.0;3.0;1.0;0.0;3.0;1.0;1.5;0.0;0.0;0.0;0.0;2.0;1.0;3.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.333333333333333;0.0;0.5;0.0;0.0;3.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6666666666666666;0.0;0.0;0.0;0.0;3.0;3.0;0.0;0.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;3.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;3.0;3.0;0.0;0.0;1.1547005383792517;3.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;3.0;0.0;0.0;0.6666666666666666;0.0;0.0
0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;0.0;1.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;5.0;0.0;0.0;5.0;0.0;0.0;0.0;73.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;73.0;5.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;4.0;0.0;1.0;0.0;0.0;0.0;17.0;0.0;0.0;0.0;17.0;17.0;0.0;0.0;73.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;4.0;0.0;1.0;1.0;1.0;0.0;0.0;5.0;0.0;0.0;17.0;0.0;5.0;1.0;0.0;0.0;4.0;0.0;1.0;5.0;0.0;5.0;1.0;73.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;73.0;0.0;1.0;0.0;0.0;0.0;5.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0;0.0;0.0;73.0;17.0;5.0;1.0;4.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;17.0
0.0;6.0;10.0;6.0;0.0;0.0;0.0;0.0;0.0;1.0327955589886446;0.0;0.0;0.0;2.0;0.0;2.422120283277993;6.0;1.0;13.472193585307481;0.0;0.0;0.0;5.5;0.0;1.0;0.0;2.449489742783178;0.0;0.0;0.25;0.0;0.0;0.0;1.0;74.0;0.0;6.0;7.0;6.0;2.8106938645110398;0.0;33.0;2.333333333333333;0.0;0.0;0.0;1.0;0.0;0.0;1.0;6.0;0.0;0.0;6.0;0.0;0.0;0.0;3.0;6.0;19.162463307205574;0.0;30.210373494325857;0.0;0.0;0.0;0.0;5.833333333333332;0.0;0.0;0.0;0.0;0.0;0.0;2.0;6.0;0.0;6.0;2.5;0.0;6.0;2.5;3.0;0.0;0.0;0.0;0.0;4.5;2.0;6.0;6.0;0.0;0.0;1.0;0.0;3.25;0.0;0.0;0.0;3.5;0.0;1.0;0.0;0.0;3.5;0.0;0.0;0.0;6.0;12.333333333333336;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.6666666666666667;0.0;14.288690166235206;0.0;0.0;6.0;6.0;0.0;0.0;6.0;48.0;0.0;0.0;6.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;False;6.0;0.0;0.0;0.0;35.0;0.0;6.0;0.16666666666666666;4.5;6.0;0.0;0.0;2.8106938645110398;9.0;0.0;0.0;1.0;6.0;0.0;3.0;2.449489742783178;0.0;0.0;6.0;0.0;0.40824829046386296;9.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;3.0;0.0;0.0;0.0;0.0;3.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
