NumberOfStringLiterals_count;Returns_min;WMC_CK_mean;NumberOfParameters_CK_mean;IsConstructor_count;NumberOfMathOperations_min;NumberOfAssignments_75%;NumberOfMathOperations_50%;NumberOfComparisons_50%;NumberOfInnerClasses_count;NumberOfModifiers_count;NumberOfLoops_min;NumberOfTryCatch_75%;NumberOfMathOperations_max;NumberOfComparisons_25%;NumberOfAnonymousClasses_25%;NumberOfAssignments_max;NumberOfModifiers_75%;NumberOfParenthesizedExps_50%;NumberOfVariables_25%;NumberOfAnonymousClasses_std;NumberOfLogStatements_count;WMC_CK_min;NumberOfParameters_CK_75%;Returns_25%;NumberOfVariables_min;NumberOfLambdas_count;NumberOfModifiers_min;RFC_mean;Bugged;NumberOfUniqueWords_max;NumberOfParenthesizedExps_std;Returns_max;NumberOfAnonymousClasses_max;LOCMethod_CK_50%;NumberOfLogStatements_std;NumberOfLambdas_50%;CBO_min;NumberOfUniqueWords_75%;NumberOfNumbers_25%;MaxNumberOfNestedBlocks_std;RFC_std;NumberOfInnerClasses_max;NumberOfAssignments_std;MaxNumberOfNestedBlocks_50%;Returns_75%;NumberOfLogStatements_max;NumberOfMathOperations_count;NumberOfAnonymousClasses_min;NumberOfMathOperations_mean;NumberOfParameters_CK_max;RFC_75%;MaxNumberOfNestedBlocks_min;LOCMethod_CK_count;NumberOfLambdas_mean;NumberOfParameters_CK_std;NumberOfLambdas_75%;NumberOfAssignments_25%;NumberOfInnerClasses_75%;NumberOfAssignments_count;NumberOfLogStatements_min;RFC_25%;NumberOfStringLiterals_max;NumberOfModifiers_50%;Returns_mean;NumberOfInnerClasses_std;NumberOfParenthesizedExps_min;NumberOfLoops_75%;NumberOfUniqueWords_count;NumberOfVariables_count;NumberOfAnonymousClasses_75%;NumberOfAnonymousClasses_50%;NumberOfNumbers_mean;NumberOfUniqueWords_25%;NumberOfTryCatch_max;NumberOfStringLiterals_std;NumberOfTryCatch_25%;NumberOfNumbers_min;NumberOfAssignments_mean;IsConstructor_unique;NumberOfUniqueWords_min;NumberOfStringLiterals_25%;LOCMethod_CK_75%;NumberOfLoops_count;NumberOfVariables_75%;NumberOfAnonymousClasses_count;WMC_CK_count;NumberOfComparisons_std;NumberOfVariables_std;NumberOfModifiers_25%;NumberOfLogStatements_75%;CBO_mean;NumberOfVariables_50%;NumberOfLogStatements_25%;NumberOfMathOperations_std;NumberOfParenthesizedExps_25%;LOCMethod_CK_std;RFC_min;NumberOfStringLiterals_75%;LOCMethod_CK_max;NumberOfStringLiterals_mean;NumberOfLoops_50%;NumberOfInnerClasses_min;WMC_CK_75%;NumberOfLambdas_25%;NumberOfLoops_max;CBO_25%;NumberOfNumbers_std;RFC_50%;MaxNumberOfNestedBlocks_count;MaxNumberOfNestedBlocks_25%;NumberOfMathOperations_25%;CBO_50%;NumberOfMathOperations_75%;NumberOfComparisons_min;NumberOfNumbers_count;NumberOfLoops_std;NumberOfVariables_mean;NumberOfParameters_CK_50%;NumberOfComparisons_mean;NumberOfLogStatements_mean;NumberOfAssignments_min;NumberOfLoops_mean;NumberOfUniqueWords_std;LOCMethod_CK_mean;IsConstructor_freq;NumberOfAnonymousClasses_mean;WMC_CK_max;WMC_CK_50%;CBO_count;NumberOfParameters_CK_25%;NumberOfStringLiterals_50%;NumberOfTryCatch_count;NumberOfUniqueWords_50%;NumberOfStringLiterals_min;NumberOfLambdas_max;NumberOfComparisons_75%;NumberOfLoops_25%;NumberOfLambdas_min;Returns_50%;Returns_std;NumberOfUniqueWords_mean;MaxNumberOfNestedBlocks_mean;NumberOfTryCatch_std;NumberOfAssignments_50%;NumberOfParenthesizedExps_mean;NumberOfInnerClasses_50%;NumberOfTryCatch_50%;IsConstructor_top;NumberOfParameters_CK_min;WMC_CK_std;RFC_max;NumberOfNumbers_50%;NumberOfParenthesizedExps_max;MaxNumberOfNestedBlocks_75%;NumberOfVariables_max;NumberOfParenthesizedExps_count;NumberOfInnerClasses_mean;NumberOfModifiers_std;NumberOfModifiers_mean;NumberOfParameters_CK_count;MaxNumberOfNestedBlocks_max;LOCMethod_CK_min;NumberOfParenthesizedExps_75%;NumberOfModifiers_max;RFC_count;NumberOfComparisons_max;CBO_75%;NumberOfInnerClasses_25%;Returns_count;CBO_max;WMC_CK_25%;NumberOfTryCatch_min;NumberOfNumbers_75%;NumberOfLogStatements_50%;NumberOfLambdas_std;NumberOfComparisons_count;CBO_std;NumberOfTryCatch_mean;NumberOfNumbers_max;LOCMethod_CK_25%
4.0;0.0;2.0;1.25;4.0;0.0;1.25;0.0;0.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;5.0;1.75;0.0;0.0;0.0;4.0;1.0;2.0;0.0;0.0;4.0;0.0;1.25;False;17.0;0.0;1.0;0.0;3.0;0.0;0.0;0.0;9.5;0.0;1.0;1.8929694486000912;0.0;2.5;0.0;1.0;0.0;4.0;0.0;0.0;2.0;1.75;0.0;4.0;0.0;0.957427107756338;0.0;0.0;0.0;4.0;0.0;0.0;0.0;1.0;0.5;0.0;0.0;0.25;4.0;4.0;0.0;0.0;0.25;5.5;0.0;0.0;0.0;0.0;1.25;2.0;4.0;0.0;5.25;4.0;0.5;4.0;4.0;0.0;1.0;0.75;0.0;1.25;0.0;0.0;0.0;0.0;4.5;0.0;0.0;12.0;0.0;0.0;0.0;2.0;0.0;1.0;0.75;0.5;0.5;4.0;0.0;0.0;1.0;0.0;0.0;4.0;0.5;0.5;1.5;0.0;0.0;0.0;0.25;5.802298395176402;5.25;3.0;0.0;5.0;1.0;4.0;0.75;0.0;4.0;6.5;0.0;0.0;0.0;0.0;0.0;0.5;0.5773502691896257;8.5;0.5;0.0;0.0;0.0;0.0;0.0;False;0.0;2.0;4.0;0.0;0.0;0.5;2.0;4.0;0.0;1.7320508075688772;1.5;4.0;2.0;3.0;0.0;4.0;4.0;0.0;1.5;0.0;4.0;3.0;1.0;0.0;0.25;0.0;0.0;4.0;1.2583057392117916;0.0;1.0;3.0
6.0;0.0;1.1666666666666667;1.1666666666666667;6.0;0.0;1.5;0.0;0.0;6.0;6.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;6.0;1.0;2.0;0.0;0.0;6.0;0.0;0.6666666666666666;True;6.0;0.0;1.0;0.0;3.0;0.0;0.0;0.0;6.0;0.0;0.40824829046386296;1.2110601416389968;0.0;1.0327955589886446;0.0;1.0;0.0;6.0;0.0;0.0;2.0;0.75;0.0;6.0;0.0;0.9831920802501752;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.5;0.5;0.0;0.0;0.0;6.0;6.0;0.0;0.0;0.3333333333333333;3.5;0.0;0.0;0.0;0.0;0.6666666666666666;2.0;3.0;0.0;3.75;6.0;0.0;6.0;6.0;0.40824829046386296;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;1.211060141638997;0.0;0.0;6.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.8164965809277259;0.0;6.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;1.5;0.16666666666666666;0.0;0.0;0.0;1.4719601443879746;3.6666666666666665;5.0;0.0;2.0;1.0;6.0;0.25;0.0;6.0;5.5;0.0;0.0;0.0;0.0;0.0;0.5;0.5477225575051661;4.833333333333333;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;False;0.0;0.40824829046386296;3.0;0.0;0.0;0.0;0.0;6.0;0.0;0.5477225575051661;0.5;6.0;1.0;3.0;0.0;1.0;6.0;1.0;0.75;0.0;6.0;1.0;1.0;0.0;0.0;0.0;0.0;6.0;0.5163977794943223;0.0;2.0;3.0
6.0;0.0;2.333333333333333;0.8333333333333334;6.0;0.0;0.0;0.0;0.0;6.0;6.0;0.0;0.0;1.0;0.0;0.0;6.0;1.0;0.0;0.0;0.0;6.0;1.0;1.75;1.0;0.0;6.0;0.0;0.5;False;19.0;0.40824829046386296;5.0;0.0;3.0;0.0;0.0;0.0;6.75;0.0;1.6329931618554518;0.8366600265340756;0.0;2.449489742783178;0.0;1.0;0.0;6.0;0.0;0.16666666666666666;2.0;0.75;0.0;6.0;0.0;0.983192080250175;0.0;0.0;0.0;6.0;0.0;0.0;0.0;1.0;1.5;0.0;0.0;0.0;6.0;6.0;0.0;0.0;1.0;3.75;0.0;0.0;0.0;0.0;1.0;2.0;3.0;0.0;3.0;6.0;0.0;6.0;6.0;1.6020819787597222;1.6329931618554518;1.0;0.0;0.3333333333333333;0.0;0.0;0.40824829046386296;0.0;8.573214099741124;0.0;0.0;24.0;0.0;0.0;0.0;1.75;0.0;1.0;0.0;2.449489742783178;0.0;6.0;0.0;0.0;0.0;0.0;0.0;6.0;0.40824829046386296;0.6666666666666666;0.5;0.8333333333333334;0.0;0.0;0.16666666666666666;5.955389715767279;6.5;5.0;0.0;8.0;1.0;6.0;0.0;0.0;6.0;6.0;0.0;0.0;0.75;0.0;0.0;1.0;1.760681686165901;7.333333333333332;0.6666666666666666;0.0;0.0;0.16666666666666666;0.0;0.0;False;0.0;2.8047578623950176;2.0;0.0;1.0;0.0;4.0;6.0;0.0;3.7771241264574122;2.333333333333333;6.0;4.0;3.0;0.0;10.0;6.0;4.0;0.75;0.0;6.0;1.0;1.0;0.0;0.0;0.0;0.0;6.0;0.5163977794943223;0.0;6.0;3.0
1.0;1.0;2.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;2.0;0.0;1.0;0.0;1.0;1.0;1.0;True;9.0;0.0;1.0;0.0;3.0;0.0;0.0;1.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;9.0;0.0;0.0;0.0;0.0;0.0;1.0;9.0;0.0;3.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;3.0;1.0;0.0;2.0;2.0;1.0;0.0;0.0;1.0;9.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;3.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0
1.0;2.0;3.0;2.0;1.0;0.0;1.0;0.0;2.0;1.0;1.0;0.0;0.0;0.0;2.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;3.0;2.0;2.0;1.0;1.0;1.0;3.0;True;21.0;0.0;2.0;0.0;9.0;0.0;0.0;3.0;21.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;1.0;0.0;0.0;2.0;3.0;2.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;3.0;0.0;1.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;21.0;0.0;0.0;0.0;0.0;1.0;1.0;21.0;0.0;9.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;3.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;9.0;0.0;0.0;0.0;3.0;0.0;0.0;3.0;0.0;3.0;1.0;2.0;0.0;3.0;0.0;2.0;1.0;0.0;1.0;2.0;2.0;0.0;1.0;0.0;0.0;9.0;1.0;0.0;3.0;3.0;1.0;2.0;0.0;1.0;21.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;21.0;2.0;0.0;1.0;0.0;0.0;0.0;False;2.0;0.0;3.0;0.0;0.0;2.0;1.0;1.0;0.0;0.0;1.0;1.0;2.0;9.0;0.0;1.0;1.0;2.0;3.0;0.0;1.0;3.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;9.0
12.0;0.0;1.9166666666666667;0.4166666666666667;12.0;0.0;0.25;0.0;1.0;12.0;12.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;12.0;1.0;1.0;1.0;0.0;12.0;1.0;1.1666666666666667;True;23.0;0.0;2.0;0.0;3.0;0.0;0.0;0.0;15.75;0.0;0.6513389472789296;1.0298573010888743;0.0;0.4522670168666454;0.0;1.25;0.0;12.0;0.0;0.0;2.0;1.25;0.0;12.0;0.0;0.6685579234215214;0.0;0.0;0.0;12.0;0.0;0.75;0.0;1.0;1.1666666666666667;0.0;0.0;0.0;12.0;12.0;0.0;0.0;0.5;6.0;0.0;0.0;0.0;0.0;0.25;1.0;4.0;0.0;4.5;12.0;0.0;12.0;12.0;0.7537783614444091;0.38924947208076144;1.0;0.0;1.3333333333333333;0.0;0.0;0.0;0.0;2.874917653629668;0.0;0.0;10.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;1.0;1.0;12.0;0.0;0.0;1.0;0.0;0.0;12.0;0.0;0.16666666666666666;0.0;0.75;0.0;0.0;0.0;6.54298143514148;4.583333333333333;12.0;0.0;4.0;2.0;12.0;0.0;0.0;12.0;13.5;0.0;0.0;1.0;0.0;0.0;1.0;0.5773502691896257;12.583333333333336;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;False;0.0;0.9003366373785201;3.0;0.0;0.0;0.25;1.0;12.0;0.0;0.0;1.0;12.0;2.0;3.0;0.0;1.0;12.0;2.0;1.25;0.0;12.0;4.0;1.0;0.0;0.25;0.0;0.0;12.0;0.9847319278346618;0.0;3.0;3.0
4.0;0.0;1.0;0.75;4.0;0.0;0.25;0.0;0.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;4.0;1.0;1.25;0.75;0.0;4.0;0.0;0.25;False;6.0;0.0;1.0;0.0;3.0;0.0;0.0;0.0;6.0;0.0;0.0;0.5;0.0;0.5;0.0;1.0;0.0;4.0;0.0;0.0;2.0;0.25;0.0;4.0;0.0;0.957427107756338;0.0;0.0;0.0;4.0;0.0;0.0;0.0;1.0;0.75;0.0;0.0;0.0;4.0;4.0;0.0;0.0;0.0;2.75;0.0;0.0;0.0;0.0;0.25;1.0;2.0;0.0;3.0;4.0;0.0;4.0;4.0;0.0;0.0;0.75;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;2.0615528128088303;3.0;4.0;0.0;1.0;1.0;4.0;0.0;0.0;4.0;4.5;0.0;0.0;0.0;0.0;0.0;1.0;0.5;4.25;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;4.0;0.0;0.5;0.75;4.0;0.0;3.0;0.0;1.0;4.0;0.0;0.25;0.0;4.0;1.0;1.0;0.0;0.0;0.0;0.0;4.0;0.5;0.0;0.0;3.0
4.0;0.0;2.0;1.25;4.0;0.0;1.25;0.0;0.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;5.0;1.75;0.0;0.0;0.0;4.0;1.0;2.0;0.0;0.0;4.0;0.0;1.25;False;18.0;0.0;1.0;0.0;3.0;0.0;0.0;0.0;9.75;0.0;1.0;1.8929694486000912;0.0;2.5;0.0;1.0;0.0;4.0;0.0;0.0;2.0;1.75;0.0;4.0;0.0;0.957427107756338;0.0;0.0;0.0;4.0;0.0;0.0;0.0;1.0;0.5;0.0;0.0;0.25;4.0;4.0;0.0;0.0;0.25;5.5;0.0;0.0;0.0;0.0;1.25;2.0;4.0;0.0;5.25;4.0;0.5;4.0;4.0;0.0;1.0;0.75;0.0;1.25;0.0;0.0;0.0;0.0;4.5;0.0;0.0;12.0;0.0;0.0;0.0;2.0;0.0;1.0;0.75;0.5;0.5;4.0;0.0;0.0;1.0;0.0;0.0;4.0;0.5;0.5;1.5;0.0;0.0;0.0;0.25;6.291528696058959;5.25;3.0;0.0;5.0;1.0;4.0;0.75;0.0;4.0;6.5;0.0;0.0;0.0;0.0;0.0;0.5;0.5773502691896257;8.75;0.5;0.0;0.0;0.0;0.0;0.0;False;0.0;2.0;4.0;0.0;0.0;0.5;2.0;4.0;0.0;1.7320508075688772;1.5;4.0;2.0;3.0;0.0;4.0;4.0;0.0;1.5;0.0;4.0;3.0;1.0;0.0;0.25;0.0;0.0;4.0;1.2583057392117916;0.0;1.0;3.0
8.0;0.0;1.0;0.75;8.0;0.0;0.0;0.0;0.0;8.0;8.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;8.0;1.0;1.0;0.0;0.0;8.0;0.0;0.75;False;12.0;0.0;1.0;0.0;3.0;0.0;0.0;0.0;9.0;0.0;0.0;0.4629100498862757;0.0;0.3535533905932738;0.0;1.0;0.0;8.0;0.0;0.0;2.0;1.0;0.0;8.0;0.0;0.7071067811865476;0.0;0.0;0.0;8.0;0.0;0.75;0.0;1.0;0.625;0.0;0.0;0.0;8.0;8.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.125;2.0;2.0;0.0;3.0;8.0;0.0;8.0;8.0;0.0;0.0;0.0;0.0;0.875;0.0;0.0;0.0;0.0;0.3535533905932738;0.0;0.0;4.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;8.0;0.0;0.0;1.0;0.0;0.0;8.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;4.026696625558687;3.125;7.0;0.0;1.0;1.0;8.0;0.0;0.0;8.0;5.0;0.0;0.0;0.0;0.0;0.0;1.0;0.5175491695067657;6.25;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;8.0;0.0;1.3093073414159542;1.0;8.0;0.0;3.0;0.0;4.0;8.0;0.0;1.0;0.0;8.0;1.0;1.0;0.0;0.0;0.0;0.0;8.0;0.3535533905932738;0.0;0.0;3.0
1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;False;6.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;1.0;6.0;0.0;3.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;True;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0
4.0;0.0;1.75;0.75;4.0;0.0;1.75;0.0;0.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;4.0;1.75;0.0;0.0;0.0;4.0;1.0;1.25;0.75;0.0;4.0;1.0;1.25;False;13.0;0.0;1.0;0.0;3.5;0.0;0.0;0.0;7.75;0.0;1.0;1.2583057392117916;0.0;1.8929694486000912;0.0;1.0;0.0;4.0;0.0;0.0;2.0;1.5;0.0;4.0;0.0;0.957427107756338;0.0;0.0;0.0;4.0;0.0;0.75;0.0;1.0;0.75;0.0;0.0;0.25;4.0;4.0;0.0;0.0;0.25;4.0;0.0;0.0;0.0;0.0;1.25;1.0;4.0;0.0;5.25;4.0;1.25;4.0;4.0;0.0;0.957427107756338;1.0;0.0;1.0;0.5;0.0;0.0;0.0;2.8722813232690143;0.0;0.0;9.0;0.0;0.0;0.0;1.75;0.0;1.0;0.75;0.5;1.0;4.0;0.0;0.0;1.0;0.0;0.0;4.0;0.5;0.75;0.5;0.0;0.0;0.0;0.25;4.272001872658765;4.75;4.0;0.0;4.0;1.0;4.0;0.0;0.0;4.0;5.0;0.0;0.0;0.0;0.0;0.0;1.0;0.5;6.75;0.5;0.0;0.5;0.0;0.0;0.0;False;0.0;1.5;3.0;0.0;0.0;0.5;2.0;4.0;0.0;1.5;1.75;4.0;2.0;3.0;0.0;4.0;4.0;0.0;1.25;0.0;4.0;2.0;1.0;0.0;0.25;0.0;0.0;4.0;0.8164965809277259;0.0;1.0;3.0
5.0;0.0;1.0;0.8;5.0;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;5.0;1.0;1.0;1.0;0.0;5.0;0.0;0.2;False;6.0;0.0;1.0;0.0;3.0;0.0;0.0;0.0;6.0;0.0;0.0;0.4472135954999581;0.0;0.4472135954999581;0.0;1.0;0.0;5.0;0.0;0.0;2.0;0.0;0.0;5.0;0.0;0.8366600265340756;0.0;0.0;0.0;5.0;0.0;0.0;0.0;1.0;0.8;0.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.2;1.0;2.0;0.0;3.0;5.0;0.0;5.0;5.0;0.0;0.0;1.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.7888543819998317;3.0;5.0;0.0;1.0;1.0;5.0;0.0;0.0;5.0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;0.4472135954999579;4.2;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;1.0;0.0;0.0;0.0;0.0;5.0;0.0;1.51657508881031;1.4;5.0;0.0;3.0;0.0;4.0;5.0;0.0;0.0;0.0;5.0;1.0;1.0;0.0;0.0;0.0;0.0;5.0;0.4472135954999581;0.0;0.0;3.0
1.0;1.0;1.0;2.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;2.0;1.0;0.0;1.0;1.0;1.0;False;6.0;0.0;1.0;0.0;3.0;0.0;0.0;1.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;1.0;6.0;0.0;3.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;0.0;1.0;1.0;1.0;2.0;0.0;1.0;6.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;False;2.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;3.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0
2.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;False;11.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;9.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;6.5;0.0;0.0;0.0;0.0;0.0;1.0;5.0;0.0;1.0;2.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.242640687119285;1.0;2.0;0.0;1.0;1.0;2.0;0.0;0.0;2.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0
8.0;0.0;3.375;0.5;8.0;0.0;2.5;0.0;0.0;8.0;8.0;0.0;0.0;2.0;0.0;0.0;5.0;1.0;0.0;0.0;0.0;8.0;1.0;1.0;0.0;0.0;8.0;1.0;2.125;True;41.0;0.7071067811865476;5.0;0.0;6.0;0.0;0.0;0.0;21.75;0.0;1.5526475085202969;2.1001700611413083;0.0;1.9086270308410556;0.5;3.25;0.0;8.0;0.0;0.5;1.0;4.0;0.0;8.0;0.0;0.5345224838248488;0.0;0.0;0.0;8.0;0.0;0.0;0.0;1.0;1.625;0.0;0.0;1.0;8.0;8.0;0.0;0.0;1.25;6.5;0.0;0.0;0.0;0.0;1.75;2.0;3.0;0.0;15.0;8.0;2.5;8.0;8.0;0.3535533905932738;1.772810520855837;1.0;0.0;2.75;1.0;0.0;0.7559289460184544;0.0;8.332380897952964;0.0;0.0;24.0;0.0;0.0;0.0;5.25;0.0;1.0;1.0;1.2817398889233114;2.0;8.0;0.0;0.0;2.5;1.0;0.0;8.0;0.5175491695067657;1.5;0.5;0.125;0.0;0.0;0.375;12.501428489805242;9.5;7.0;0.0;8.0;2.5;8.0;0.0;0.0;8.0;17.5;0.0;0.0;0.0;0.0;0.0;0.5;2.065879266282796;17.0;1.125;0.0;1.5;0.25;0.0;0.0;False;0.0;2.774243783705493;5.0;1.0;2.0;1.5;4.0;8.0;0.0;1.0606601717798212;1.375;8.0;4.0;2.0;0.0;4.0;8.0;1.0;4.25;0.0;8.0;6.0;1.0;0.0;2.25;0.0;0.0;8.0;2.1213203435596424;0.0;3.0;3.0
