ComplexMethod_freq;ComplexMethod_top;MissingDefault_freq;ComplexConditional_top;MissingDefault_unique;MissingDefault_top;LongStatement_unique;LongStatement_count;MagicNumber_count;ComplexConditional_count;ComplexMethod_unique;EmptyCatchClause_unique;LongIdentifier_top;LongIdentifier_count;AbstractFunctionCallFromConstructor_count;EmptyCatchClause_top;EmptyCatchClause_freq;Bugged;AbstractFunctionCallFromConstructor_freq;ComplexConditional_freq;LongIdentifier_freq;AbstractFunctionCallFromConstructor_unique;MagicNumber_top;AbstractFunctionCallFromConstructor_top;MagicNumber_freq;ComplexConditional_unique;LongStatement_top;EmptyCatchClause_count;ComplexMethod_count;MissingDefault_count;LongStatement_freq;LongIdentifier_unique;MagicNumber_unique
0.0;False;0.0;False;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;False;0.0;True;0.0;0.0;0.0;0.0;False;False;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
3.0;False;3.0;False;1.0;False;2.0;3.0;3.0;3.0;1.0;1.0;False;3.0;3.0;False;3.0;False;3.0;3.0;3.0;1.0;False;False;3.0;1.0;False;3.0;3.0;3.0;2.0;1.0;1.0
0.0;False;0.0;False;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;False;0.0;False;0.0;0.0;0.0;0.0;False;False;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
2.0;False;2.0;False;1.0;False;1.0;2.0;2.0;2.0;1.0;1.0;False;2.0;2.0;False;2.0;False;2.0;2.0;2.0;1.0;False;False;2.0;1.0;False;2.0;2.0;2.0;2.0;1.0;1.0
2.0;False;2.0;False;1.0;False;1.0;2.0;2.0;2.0;1.0;1.0;False;2.0;2.0;False;2.0;True;2.0;2.0;2.0;1.0;False;False;2.0;1.0;False;2.0;2.0;2.0;2.0;1.0;1.0
0.0;False;0.0;False;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;False;0.0;False;0.0;0.0;0.0;0.0;False;False;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;False;0.0;False;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;False;0.0;False;0.0;0.0;0.0;0.0;False;False;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;False;0.0;False;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;False;0.0;False;0.0;0.0;0.0;0.0;False;False;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;False;0.0;False;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;False;0.0;False;0.0;0.0;0.0;0.0;False;False;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;False;0.0;False;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;False;0.0;False;0.0;0.0;0.0;0.0;False;False;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;False;0.0;False;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;False;0.0;False;0.0;0.0;0.0;0.0;False;False;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;False;0.0;False;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;False;0.0;False;0.0;0.0;0.0;0.0;False;False;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;False;0.0;False;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;False;0.0;False;0.0;0.0;0.0;0.0;False;False;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;False;0.0;False;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;False;0.0;False;0.0;0.0;0.0;0.0;False;False;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;False;0.0;False;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;False;0.0;False;0.0;0.0;0.0;0.0;False;False;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;False;0.0;False;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;False;0.0;False;0.0;0.0;0.0;0.0;False;False;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;False;0.0;False;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;False;0.0;False;0.0;0.0;0.0;0.0;False;False;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;False;0.0;False;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;False;0.0;False;0.0;0.0;0.0;0.0;False;False;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;False;0.0;False;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;False;0.0;True;0.0;0.0;0.0;0.0;False;False;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;False;0.0;False;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;False;0.0;False;0.0;0.0;0.0;0.0;False;False;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;False;0.0;False;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;False;0.0;False;0.0;0.0;0.0;0.0;False;False;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;False;0.0;False;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;False;0.0;False;0.0;0.0;0.0;0.0;False;False;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;False;0.0;False;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;False;0.0;False;0.0;0.0;0.0;0.0;False;False;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;False;0.0;False;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;False;0.0;False;0.0;0.0;0.0;0.0;False;False;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;False;0.0;False;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;False;0.0;False;0.0;0.0;0.0;0.0;False;False;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;False;0.0;False;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;False;0.0;False;0.0;0.0;0.0;0.0;False;False;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;False;0.0;False;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;False;0.0;False;0.0;0.0;0.0;0.0;False;False;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;False;0.0;False;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;False;0.0;False;0.0;0.0;0.0;0.0;False;False;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;False;0.0;False;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;False;0.0;False;0.0;0.0;0.0;0.0;False;False;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;False;0.0;False;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;False;0.0;False;0.0;0.0;0.0;0.0;False;False;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;False;0.0;False;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;False;0.0;False;0.0;0.0;0.0;0.0;False;False;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
1.0;False;1.0;False;1.0;False;1.0;1.0;1.0;1.0;1.0;1.0;False;1.0;1.0;False;1.0;True;1.0;1.0;1.0;1.0;False;False;1.0;1.0;False;1.0;1.0;1.0;1.0;1.0;1.0
0.0;False;0.0;False;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;False;0.0;False;0.0;0.0;0.0;0.0;False;False;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;False;0.0;False;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;False;0.0;True;0.0;0.0;0.0;0.0;False;False;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;False;0.0;False;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;False;0.0;False;0.0;0.0;0.0;0.0;False;False;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
2.0;False;2.0;False;1.0;False;1.0;2.0;2.0;2.0;1.0;1.0;False;2.0;2.0;False;2.0;False;2.0;2.0;2.0;1.0;False;False;2.0;1.0;False;2.0;2.0;2.0;2.0;1.0;1.0
0.0;False;0.0;False;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;False;0.0;False;0.0;0.0;0.0;0.0;False;False;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;False;0.0;False;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;False;0.0;False;0.0;0.0;0.0;0.0;False;False;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;False;0.0;False;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;False;0.0;False;0.0;0.0;0.0;0.0;False;False;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;False;0.0;False;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;False;0.0;True;0.0;0.0;0.0;0.0;False;False;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
3.0;False;3.0;False;1.0;False;1.0;3.0;3.0;3.0;1.0;1.0;False;3.0;3.0;False;3.0;False;3.0;3.0;3.0;1.0;True;False;3.0;1.0;False;3.0;3.0;3.0;3.0;1.0;1.0
2.0;True;2.0;False;1.0;False;1.0;2.0;2.0;2.0;1.0;1.0;False;2.0;2.0;False;2.0;True;2.0;2.0;2.0;1.0;False;False;2.0;1.0;True;2.0;2.0;2.0;2.0;1.0;1.0
2.0;False;2.0;False;1.0;False;1.0;2.0;2.0;2.0;1.0;1.0;False;2.0;2.0;False;2.0;True;2.0;2.0;2.0;1.0;True;False;1.0;1.0;True;2.0;2.0;2.0;2.0;1.0;2.0
0.0;False;0.0;False;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;False;0.0;False;0.0;0.0;0.0;0.0;False;False;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;False;0.0;False;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;False;0.0;False;0.0;0.0;0.0;0.0;False;False;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
1.0;False;1.0;False;1.0;False;1.0;1.0;1.0;1.0;1.0;1.0;False;1.0;1.0;False;1.0;True;1.0;1.0;1.0;1.0;False;False;1.0;1.0;True;1.0;1.0;1.0;1.0;1.0;1.0
0.0;False;0.0;False;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;False;0.0;False;0.0;0.0;0.0;0.0;False;False;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;False;0.0;False;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;False;0.0;False;0.0;0.0;0.0;0.0;False;False;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;False;0.0;False;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;False;0.0;False;0.0;0.0;0.0;0.0;False;False;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
1.0;False;1.0;False;1.0;False;1.0;1.0;1.0;1.0;1.0;1.0;False;1.0;1.0;False;1.0;False;1.0;1.0;1.0;1.0;False;False;1.0;1.0;True;1.0;1.0;1.0;1.0;1.0;1.0
0.0;False;0.0;False;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;False;0.0;False;0.0;0.0;0.0;0.0;False;False;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
3.0;False;3.0;False;1.0;False;1.0;3.0;3.0;3.0;1.0;1.0;False;3.0;3.0;False;3.0;False;3.0;3.0;3.0;1.0;False;False;3.0;1.0;False;3.0;3.0;3.0;3.0;1.0;1.0
0.0;False;0.0;False;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;False;0.0;False;0.0;0.0;0.0;0.0;False;False;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
0.0;False;0.0;False;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;False;0.0;False;0.0;0.0;0.0;0.0;False;False;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0
9.0;False;11.0;False;1.0;False;2.0;11.0;11.0;11.0;2.0;1.0;True;11.0;11.0;False;11.0;True;11.0;10.0;6.0;1.0;False;False;11.0;2.0;False;11.0;11.0;11.0;7.0;2.0;1.0
1.0;False;1.0;False;1.0;False;1.0;1.0;1.0;1.0;1.0;1.0;True;1.0;1.0;False;1.0;True;1.0;1.0;1.0;1.0;False;False;1.0;1.0;False;1.0;1.0;1.0;1.0;1.0;1.0
1.0;False;1.0;False;1.0;False;1.0;1.0;1.0;1.0;1.0;1.0;True;1.0;1.0;False;1.0;False;1.0;1.0;1.0;1.0;False;False;1.0;1.0;False;1.0;1.0;1.0;1.0;1.0;1.0
1.0;False;1.0;False;1.0;False;1.0;1.0;1.0;1.0;1.0;1.0;True;1.0;1.0;False;1.0;False;1.0;1.0;1.0;1.0;False;False;1.0;1.0;True;1.0;1.0;1.0;1.0;1.0;1.0
1.0;False;1.0;False;1.0;False;1.0;1.0;1.0;1.0;1.0;1.0;True;1.0;1.0;False;1.0;False;1.0;1.0;1.0;1.0;False;False;1.0;1.0;False;1.0;1.0;1.0;1.0;1.0;1.0
1.0;False;1.0;False;1.0;False;1.0;1.0;1.0;1.0;1.0;1.0;False;1.0;1.0;False;1.0;False;1.0;1.0;1.0;1.0;True;False;1.0;1.0;True;1.0;1.0;1.0;1.0;1.0;1.0
1.0;False;1.0;True;1.0;False;1.0;1.0;1.0;1.0;1.0;1.0;True;1.0;1.0;False;1.0;False;1.0;1.0;1.0;1.0;False;False;1.0;1.0;True;1.0;1.0;1.0;1.0;1.0;1.0
1.0;False;1.0;False;1.0;False;1.0;1.0;1.0;1.0;1.0;1.0;True;1.0;1.0;False;1.0;False;1.0;1.0;1.0;1.0;False;False;1.0;1.0;False;1.0;1.0;1.0;1.0;1.0;1.0
1.0;False;1.0;False;1.0;False;1.0;1.0;1.0;1.0;1.0;1.0;True;1.0;1.0;False;1.0;True;1.0;1.0;1.0;1.0;False;False;1.0;1.0;True;1.0;1.0;1.0;1.0;1.0;1.0
