MethodLength_75%;CyclomaticComplexity_min;NumberOfProtectedMethod_count;NestedIfElseDepth_count;NumberOfProtectedMethod_std;ExecutableStatementCount_50%;NestedTryDepth_25%;CyclomaticComplexity_mean;NCSSForThisFile_count;BooleanExpressionComplexity_min;NestedForDepth_50%;NumberOfPublicMethods_Checkstyle_count;NumberOfMethods_Checkstyle_min;NumberOfPublicMethods_Checkstyle_min;ClassDataAbstractionCoupling_50%;ClassFanOutComplexity_min;ExecutableStatementCount_75%;NPathComplexity_min;ClassDataAbstractionCoupling_mean;AnonymousInnerClassLength_50%;AnonymousInnerClassLength_25%;NPathComplexity_mean;NCSSForThisMethod_min;NumberOfMethods_Checkstyle_count;FileLength_max;NumberOfPublicMethods_Checkstyle_mean;NumberOfPublicMethods_Checkstyle_std;NCSSForThisClass_25%;ThrowsCount_25%;MethodLength_min;ClassDataAbstractionCoupling_75%;ThrowsCount_mean;NCSSForThisClass_min;NumberOfPackageMethod_max;ExecutableStatementCount_count;CyclomaticComplexity_25%;BooleanExpressionComplexity_75%;NestedTryDepth_50%;ClassDataAbstractionCoupling_std;FileLength_count;NestedIfElseDepth_min;NestedIfElseDepth_std;NPathComplexity_count;NumberOfPackageMethod_50%;NestedIfElseDepth_max;NestedTryDepth_max;NestedTryDepth_75%;ThrowsCount_75%;ClassFanOutComplexity_std;ThrowsCount_max;NCSSForThisClass_count;NumberOfProtectedMethod_min;NestedForDepth_mean;NumberOfProtectedMethod_75%;ClassFanOutComplexity_count;ClassFanOutComplexity_max;NumberOfMethods_Checkstyle_50%;NumberOfPackageMethod_std;ThrowsCount_50%;MethodLength_25%;NumberOfPrivateMethod_count;ThrowsCount_std;ThrowsCount_min;AnonymousInnerClassLength_75%;AnonymousInnerClassLength_min;NumberOfProtectedMethod_50%;NestedForDepth_max;CyclomaticComplexity_count;NestedTryDepth_mean;NumberOfPrivateMethod_mean;NestedForDepth_75%;NCSSForThisClass_mean;NPathComplexity_25%;MethodLength_50%;NCSSForThisMethod_max;NumberOfPrivateMethod_25%;MethodLength_max;FileLength_25%;NCSSForThisMethod_25%;ExecutableStatementCount_25%;FileLength_min;AnonymousInnerClassLength_max;NCSSForThisClass_75%;NumberOfPrivateMethod_50%;FileLength_75%;ExecutableStatementCount_max;NestedIfElseDepth_75%;NestedTryDepth_min;NCSSForThisMethod_75%;Bugged;NCSSForThisMethod_count;NCSSForThisFile_25%;BooleanExpressionComplexity_mean;NCSSForThisClass_std;NumberOfPublicMethods_Checkstyle_50%;NumberOfPrivateMethod_max;NumberOfPackageMethod_25%;NCSSForThisFile_max;NumberOfPackageMethod_75%;ClassDataAbstractionCoupling_min;NCSSForThisMethod_mean;MethodLength_mean;ExecutableStatementCount_std;NestedTryDepth_count;BooleanExpressionComplexity_25%;NCSSForThisFile_50%;NPathComplexity_75%;NPathComplexity_max;BooleanExpressionComplexity_max;MethodLength_std;ClassDataAbstractionCoupling_count;NumberOfPackageMethod_min;NumberOfMethods_Checkstyle_75%;NCSSForThisFile_min;ClassDataAbstractionCoupling_25%;FileLength_50%;NumberOfMethods_Checkstyle_25%;NumberOfPackageMethod_count;NestedForDepth_25%;BooleanExpressionComplexity_50%;CyclomaticComplexity_max;NPathComplexity_50%;BooleanExpressionComplexity_std;NPathComplexity_std;ThrowsCount_count;NumberOfMethods_Checkstyle_max;NestedIfElseDepth_mean;ClassFanOutComplexity_mean;BooleanExpressionComplexity_count;NestedIfElseDepth_50%;NumberOfPrivateMethod_min;NCSSForThisClass_max;ExecutableStatementCount_mean;AnonymousInnerClassLength_mean;ClassDataAbstractionCoupling_max;NumberOfProtectedMethod_max;NCSSForThisMethod_std;MethodLength_count;NumberOfProtectedMethod_25%;NestedForDepth_count;AnonymousInnerClassLength_count;NumberOfPrivateMethod_std;NestedIfElseDepth_25%;NCSSForThisFile_mean;NumberOfMethods_Checkstyle_mean;ClassFanOutComplexity_75%;NestedTryDepth_std;ClassFanOutComplexity_50%;NestedForDepth_std;FileLength_mean;ExecutableStatementCount_min;NCSSForThisClass_50%;AnonymousInnerClassLength_std;NCSSForThisFile_std;NCSSForThisFile_75%;NCSSForThisMethod_50%;NumberOfProtectedMethod_mean;FileLength_std;NumberOfPublicMethods_Checkstyle_max;CyclomaticComplexity_50%;NumberOfPrivateMethod_75%;NumberOfMethods_Checkstyle_std;NestedForDepth_min;NumberOfPublicMethods_Checkstyle_75%;ClassFanOutComplexity_25%;NumberOfPublicMethods_Checkstyle_25%;NumberOfPackageMethod_mean;CyclomaticComplexity_std;CyclomaticComplexity_75%
0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;28.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;2.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;28.0;1.0;0.0;28.0;0.0;0.0;0.0;28.0;0.0;0.0;0.0;1.0;False;1.0;4.0;0.0;0.0;1.0;0.0;0.0;4.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;4.0;0.0;28.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;4.0;1.0;2.0;0.0;2.0;0.0;28.0;0.0;0.0;0.0;0.0;4.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;2.0;1.0;0.0;0.0;1.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;1.0;5.0;5.0;0.0;0.0;0.0;1.0;5.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;5.0;107.0;1.0;2.23606797749979;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;1.0;0.0;0.0;0.0;5.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;2.683281572999748;0.0;5.0;0.0;0.0;0.0;5.0;6.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;False;5.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;0.0;0.0;1.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;1.0;0.0;0.0;0.0;5.0;5.0;0.0;1.2;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;5.0;5.0;0.0;0.0;2.2;1.0;0.0;0.0;0.0;0.0;21.4;0.0;0.0;0.0;4.919349550499538;0.0;1.0;0.0;47.8518547184955;5.0;1.0;0.0;2.23606797749979;0.0;0.0;0.0;0.0;0.0;0.0;1.0
0.0;1.0;2.0;2.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;36.0;1.0;1.4142135623730951;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;9.0;1.0;0.0;0.0;0.0;0.0;0.0;27.0;0.0;0.0;0.0;1.0;False;2.0;1.0;0.0;0.0;1.0;0.0;0.0;4.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;1.5;0.0;0.0;18.0;0.5;2.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;2.0;2.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;18.0;0.0;0.0;0.0;2.8284271247461903;3.0;1.0;0.0;25.45584412271571;2.0;1.0;0.0;1.4142135623730951;0.0;1.5;0.0;0.5;0.0;0.0;1.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6.75;1.0;12.0;12.0;0.0;1.0;0.0;2.1666666666666665;12.0;0.0;0.0;12.0;0.0;0.0;0.0;0.0;3.0;0.0;0.08333333333333333;0.0;0.0;6.333333333333332;2.0;12.0;133.0;0.08333333333333333;0.2886751345948129;0.0;0.0;3.0;0.0;0.0;0.0;0.0;12.0;1.0;0.0;0.0;0.2886751345948129;12.0;0.0;0.0;12.0;0.0;0.0;0.0;0.0;0.0;2.598076211353316;0.0;12.0;0.0;0.0;0.0;12.0;9.0;0.0;0.0;0.0;3.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;0.0;0.0;0.0;1.0;1.0;3.5;10.0;0.0;24.0;0.0;2.0;1.0;0.0;7.0;0.0;0.0;0.0;4.0;0.0;0.0;5.25;False;12.0;0.0;0.0;3.4641016151377544;0.0;0.0;0.0;61.0;0.0;0.0;4.25;6.666666666666668;1.1146408580454257;12.0;0.0;0.0;1.0;64.0;0.0;6.400757530925302;12.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;0.0;0.0;12.0;1.0;0.0;18.18757484624816;12.0;1.0;0.0;0.75;12.0;0.0;0.0;12.0;1.8333333333333333;1.1666666666666667;1.0;0.0;3.165869118066518;12.0;0.0;12.0;12.0;0.0;0.0;5.083333333333333;0.08333333333333333;0.0;0.0;0.0;0.0;11.083333333333336;1.0;0.0;2.72474630456533;17.609183210283586;0.0;2.5;0.0;38.39379290111012;1.0;1.0;0.0;0.2886751345948129;0.0;0.0;0.0;0.0;0.0;3.214550253664319;1.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6.0;1.0;13.0;13.0;0.0;1.0;0.0;2.3846153846153846;13.0;0.0;0.0;13.0;0.0;0.0;0.0;0.0;3.0;0.0;0.07692307692307693;0.0;0.0;7.846153846153847;2.0;13.0;148.0;0.07692307692307693;0.2773500981126146;0.0;0.0;3.0;0.0;0.0;0.0;0.0;13.0;1.0;0.0;0.0;0.2773500981126146;13.0;0.0;0.0;13.0;0.0;0.0;0.0;0.0;0.0;2.773500981126145;0.0;13.0;0.0;0.0;0.0;13.0;10.0;0.0;0.0;0.0;3.0;13.0;0.0;0.0;0.0;0.0;0.0;0.0;13.0;0.0;0.0;0.0;0.9230769230769232;1.0;3.0;12.0;0.0;26.0;0.0;2.0;1.0;0.0;7.0;0.0;0.0;0.0;4.0;0.0;0.0;5.0;False;13.0;0.0;0.0;3.3282011773513744;0.0;0.0;0.0;67.0;0.0;0.0;4.307692307692308;6.846153846153847;1.214231845389905;13.0;0.0;0.0;1.0;88.0;0.0;6.902247868703762;13.0;0.0;0.0;0.0;0.0;0.0;0.0;13.0;0.0;0.0;15.0;1.0;0.0;24.113779441936487;13.0;1.0;0.0;0.7692307692307693;13.0;0.0;0.0;12.0;1.8461538461538465;1.0769230769230769;1.0;0.0;3.449265994010305;13.0;0.0;13.0;13.0;0.0;0.0;5.153846153846153;0.07692307692307693;0.0;0.0;0.0;0.0;11.384615384615385;1.0;0.0;2.6287366566958377;18.582456573545176;0.0;2.0;0.0;41.04781452066696;1.0;1.0;0.0;0.2773500981126146;0.0;0.0;0.0;0.0;0.0;3.948384934342597;1.0
5.5;1.0;7.0;7.0;0.0;1.0;0.0;1.5714285714285714;7.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;2.5;1.0;0.14285714285714285;0.0;0.0;2.142857142857143;2.0;7.0;80.0;1.0;2.6457513110645907;0.0;0.0;1.0;0.0;0.0;0.0;0.0;7.0;1.0;0.0;0.0;0.3779644730092273;7.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;0.7559289460184545;0.0;7.0;0.0;0.0;0.0;7.0;2.0;0.0;0.0;0.0;3.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;4.142857142857143;1.0;3.0;9.0;0.0;13.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;4.0;False;7.0;0.0;0.0;10.96096971726759;0.0;0.0;0.0;32.0;0.0;0.0;3.571428571428572;4.857142857142857;1.8644544714716091;7.0;0.0;0.0;1.5;8.0;0.0;4.0178174601214955;7.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;4.0;1.0;0.0;2.6095064302514777;7.0;7.0;0.0;0.2857142857142857;7.0;0.0;0.0;29.0;2.142857142857143;0.0;1.0;0.0;2.63673679998231;7.0;0.0;7.0;7.0;0.0;0.0;4.571428571428571;1.0;0.0;0.0;0.0;0.0;11.428571428571427;1.0;0.0;0.0;12.094863136295274;0.0;2.0;0.0;30.237157840738178;7.0;1.0;0.0;2.6457513110645907;0.0;0.0;0.0;0.0;0.0;1.1338934190276817;1.5
5.0;1.0;4.0;4.0;0.0;1.0;0.0;2.75;4.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;1.75;1.0;0.0;0.0;0.0;13.0;2.0;4.0;65.0;1.0;2.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;4.0;1.0;0.0;0.0;0.0;4.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;3.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;5.75;1.0;3.0;11.0;0.0;11.0;0.0;2.0;1.0;0.0;0.0;5.75;0.0;16.25;4.0;0.0;0.0;4.25;False;4.0;0.0;0.0;11.5;0.0;0.0;0.0;24.0;0.0;0.0;4.25;5.0;1.5;4.0;0.0;0.0;13.5;48.0;0.0;4.0;4.0;0.0;1.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;7.0;1.5;0.0;23.338094752285727;4.0;4.0;0.0;0.0;4.0;0.0;0.0;23.0;1.75;0.0;0.0;0.0;4.5;4.0;0.0;4.0;4.0;0.0;0.0;6.0;1.0;0.0;0.0;0.0;0.0;16.25;1.0;0.0;0.0;12.0;6.0;2.0;0.0;32.5;4.0;1.5;0.0;2.0;0.0;1.0;0.0;0.0;0.0;2.8722813232690143;3.25
7.5;1.0;2.0;2.0;0.0;2.5;0.0;2.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;3.25;0.0;0.0;0.0;0.0;2.0;2.0;2.0;0.0;1.0;1.4142135623730951;3.0;0.0;3.0;0.0;0.0;0.0;0.0;2.0;1.5;0.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;3.5355339059327378;0.0;2.0;0.0;0.0;0.0;2.0;5.0;1.0;0.0;0.0;4.5;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;6.0;1.0;6.0;6.0;0.0;9.0;0.0;3.0;1.75;0.0;0.0;9.0;0.0;0.0;4.0;0.0;0.0;5.0;True;2.0;0.0;0.0;8.48528137423857;1.0;0.0;0.0;0.0;0.0;0.0;4.0;6.0;2.1213203435596424;2.0;0.0;0.0;3.0;4.0;0.0;4.242640687119285;2.0;0.0;1.5;0.0;0.0;0.0;0.5;2.0;0.0;0.0;3.0;2.0;0.0;2.8284271247461903;2.0;2.0;0.0;2.5;2.0;0.0;0.0;12.0;2.5;0.0;0.0;0.0;2.8284271247461903;2.0;0.0;2.0;2.0;0.0;0.0;0.0;1.0;3.75;0.0;2.5;0.0;0.0;1.0;6.0;0.0;0.0;0.0;4.0;0.0;0.0;2.0;2.0;0.0;1.4142135623730951;0.0;1.5;1.25;0.5;0.0;1.4142135623730951;2.5
3.0;0.0;54.0;54.0;0.0;1.0;0.0;1.2777777777777777;54.0;0.0;0.0;54.0;0.0;0.0;0.0;0.0;1.0;0.0;0.4814814814814815;0.0;0.0;1.4259259259259258;0.0;54.0;1111.0;0.8333333333333334;5.186157191514189;0.0;0.0;0.0;0.0;0.0;0.0;0.0;54.0;1.0;0.0;0.0;3.538151850686813;54.0;0.0;0.0;54.0;0.0;0.0;0.0;0.0;0.0;3.966843714668348;0.0;54.0;0.0;0.0;0.0;54.0;29.0;0.0;0.0;0.0;3.0;54.0;0.0;0.0;0.0;0.0;0.0;0.0;54.0;0.0;0.0;0.0;7.9444444444444455;1.0;3.0;7.0;0.0;10.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;2.0;True;54.0;0.0;0.07407407407407407;52.48375010569684;0.0;0.0;0.0;406.0;0.0;0.0;2.203703703703704;3.3703703703703702;0.6834879919064879;54.0;0.0;0.0;1.0;20.0;1.0;1.26336323070225;54.0;0.0;0.0;0.0;0.0;0.0;0.0;54.0;0.0;0.0;7.0;1.0;0.26435052857271474;2.653597428994123;54.0;38.0;0.0;0.6666666666666666;54.0;0.0;0.0;385.0;1.2037037037037035;0.0;26.0;0.0;0.8328090594007643;54.0;0.0;54.0;54.0;0.0;0.0;7.518518518518517;0.8333333333333334;0.0;0.0;0.0;0.0;20.574074074074076;0.0;0.0;0.0;55.24960197610946;0.0;2.0;0.0;151.18795023511726;38.0;1.0;0.0;5.186157191514189;0.0;0.0;0.0;0.0;0.0;0.9598873099477574;1.0
4.5;1.0;2.0;2.0;0.0;1.5;0.0;1.5;2.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;1.75;0.0;0.0;0.0;0.0;1.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;2.0;1.25;0.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;3.5;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.5;4.0;3.0;0.0;5.0;0.0;2.25;1.25;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;2.75;True;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.5;4.0;0.7071067811865476;2.0;0.0;0.0;1.5;2.0;0.0;1.4142135623730951;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;1.0;0.0;1.4142135623730951;2.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.5;0.0;0.0;0.0;0.7071067811865476;2.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.5;0.0;0.0;0.0;1.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7071067811865476;1.75
6.0;1.0;1.0;1.0;0.0;4.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;4.0;1.0;0.0;0.0;0.0;1.0;5.0;1.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;6.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;6.0;5.0;0.0;6.0;0.0;5.0;4.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;5.0;True;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;6.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3.75;0.0;2.0;2.0;0.0;1.0;0.0;1.5;2.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;1.5;0.0;0.0;0.0;0.0;1.5;0.0;2.0;0.0;1.5;2.1213203435596424;2.25;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.75;0.75;0.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.4142135623730951;0.0;2.0;0.0;0.0;0.0;2.0;2.0;1.5;0.0;0.0;1.25;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;4.5;0.75;2.5;3.0;0.0;5.0;0.0;0.75;0.5;0.0;0.0;6.75;0.0;0.0;2.0;0.0;0.0;2.25;True;2.0;0.0;0.5;6.363961030678928;1.5;0.0;0.0;0.0;0.0;0.0;1.5;2.5;1.4142135623730951;2.0;0.25;0.0;2.25;3.0;1.0;3.5355339059327378;2.0;0.0;2.25;0.0;0.0;0.0;0.75;2.0;0.0;0.5;3.0;1.5;0.7071067811865476;2.1213203435596424;2.0;3.0;0.0;1.0;2.0;0.0;0.0;9.0;1.0;0.0;0.0;0.0;2.1213203435596424;2.0;0.0;2.0;2.0;0.0;0.0;0.0;1.5;1.5;0.0;1.0;0.0;0.0;0.0;4.5;0.0;0.0;0.0;1.5;0.0;0.0;3.0;1.5;0.0;2.1213203435596424;0.0;2.25;0.5;0.75;0.0;2.1213203435596424;2.25
