Si_mean;IOVars_std;NVAR_mean;MCLC_75%;blame_merge_blame_getDifficulty_mean;blame_merge_blame_getDistinctOperandsCnt_max;Fout_25%;Di_max;Fout_50%;NVAR_25%;NCOMP_std;Di_75%;blame_merge_blame_getDistinctOperandsCnt_mean;VG_mean;Fin_75%;IOVars_count;Fin_std;ClRCi;blame_merge_blame_getDifficulty_std;NOP_count;blamemerge_blamegetDistinctOperatorsCnt_std;Fin_25%;NVAR_50%;blamemerge_blamegetDistinctOperatorsCnt_max;blame_merge_blame_getDifficulty_count;Si_min;VG_min;Si_25%;NCOMP_mean;Ci_mean;MCLC_mean;Di_25%;blamemerge_blamegetDistinctOperandsCnt_count;NOP_75%;NBD_75%;Fin_max;Ci_max;NumberOfDistinctOperands;IOVars_mean;NCOMP_25%;Ci_count;NBD_50%;blame_merge_blame_getDistinctOperandsCnt_min;blamemerge_blamegetDistinctOperandsCnt_max;blamemerge_blamegetDistinctOperandsCnt_mean;MCLC_min;Ci_min;NumberOfDistinctOperators;NCOMP_count;blamemerge_blamegetDifficulty_std;IOVars_75%;ClTCi;Si_count;VG_count;Di_count;Ci_std;blame_merge_blame_getDistinctOperandsCnt_std;blame_merge_blame_getDistinctOperatorsCnt_max;Si_max;blame_merge_blame_getDistinctOperatorsCnt_mean;MCLC_std;NCOMP_max;VG_std;Fout_std;NOP_min;blamemerge_blamegetDistinctOperatorsCnt_count;Fin_50%;blame_merge_blame_getDifficulty_min;Si_50%;Di_min;NOPa;Fin_count;VG_25%;Fout_75%;Di_50%;blame_merge_blame_getDistinctOperatorsCnt_std;Fout_mean;NBD_max;Difficulty;NVAR_count;Si_75%;blamemerge_blamegetDifficulty_max;NVAR_min;blame_merge_blame_getDistinctOperandsCnt_count;MCLC_max;Si_std;blame_merge_blame_getDifficulty_max;MCLC_50%;IOVars_50%;NBD_mean;NOP_std;blamemerge_blamegetDistinctOperandsCnt_std;VG_50%;blamemerge_blamegetDifficulty_count;NOP_max;Fout_count;VG_max;Fout_max;blame_merge_blame_getDistinctOperatorsCnt_count;NBD_count;IOVars_25%;NBD_25%;VG_75%;Di_mean;IOVars_min;Fin_mean;Ci_25%;NCOMP_75%;blamemerge_blamegetDistinctOperatorsCnt_mean;Fout_min;NBD_std;Di_std;NVAR_75%;Ci_75%;Bugged;Ci_50%;NCOMP_min;NVAR_max;NOP_25%;NBD_min;blamemerge_blamegetDifficulty_mean;Fin_min;NOP_mean;NOP_50%;IOVars_max;MCLC_count;MCLC_25%;NVAR_std;NCOMP_50%;blame_merge_blame_getDistinctOperatorsCnt_min
0.3673469387755102;1.118033988749895;1.020408163265306;3.0;0.0;0.0;0.0;6.0;0.0;0.0;2.9957452822158235;2.0;0.0;2.326530612244898;0.0;49.0;0.6624013211068359;1.710884354;0.0;49.0;2.389610046737769;0.0;0.0;12.0;0.0;0.0;1.0;0.0;1.673469387755102;1.7108843537551022;2.6938775510204085;1.0;1642.0;1.0;2.0;3.0;6.0;222.0;1.5714285714285714;0.0;49.0;1.0;0.0;8.0;0.902557856272838;0.0;1.0;43.0;49.0;1.3920534567226277;2.0;83.833333333;49.0;49.0;49.0;1.2065482553333458;0.0;0.0;4.0;0.0;4.209137291024596;15.0;2.065467613540584;0.5601566836199329;0.0;1642.0;0.0;0.0;0.0;0.0;0.0;49.0;1.0;0.0;1.0;0.0;0.24489795918367346;4.0;114.08558558558559;49.0;0.0;9.0;0.0;0.0;17.0;0.993601981660254;0.0;0.0;1.0;1.673469387755102;1.1084861282842646;1.650883695366468;1.0;1642.0;5.0;49.0;11.0;2.0;0.0;49.0;1.0;1.0;3.0;1.3435374149795918;0.0;0.24489795918367346;1.0;2.0;1.5012180267965896;0.0;0.9440108381713812;0.9035732584523056;1.0;2.0;False;1.0;0.0;7.0;0.0;1.0;0.7421118264601821;0.0;0.979591836734694;1.0;6.0;49.0;0.0;1.8199106653712356;0.0;0.0
1.125;1.25;0.75;1.0;0.0;0.0;0.0;4.0;0.0;0.0;1.7783419243778742;1.25;0.0;2.0;0.25;16.0;0.7187952884282609;2.475;0.0;16.0;1.7855738530438126;0.0;0.0;7.0;0.0;0.0;1.0;0.0;0.6875;2.475;1.4375;1.0;618.0;1.0;1.25;2.0;16.6;96.0;1.6875;0.0;16.0;1.0;0.0;8.0;0.5614886731391586;0.0;1.0;33.0;16.0;0.9761019568128836;2.0;39.6;16.0;16.0;16.0;3.882009788756335;0.0;0.0;16.0;0.0;3.076117683054405;7.0;2.1291625896895083;1.02469507659596;0.0;618.0;0.0;0.0;0.0;0.5;0.0;16.0;1.0;0.0;1.0;0.0;0.375;5.0;63.078125;16.0;0.0;4.5;0.0;0.0;11.0;3.981205847478877;0.0;0.0;1.0;1.6875;1.2649110640673518;1.3771481998598292;1.0;618.0;4.0;16.0;8.0;4.0;0.0;16.0;1.0;1.0;1.25;1.35;1.0;0.375;1.0;0.25;0.8349514563106796;0.0;1.3524668819112229;0.8831760866327847;0.25;2.0;False;1.0;0.0;4.0;0.0;1.0;0.41120550161812297;0.0;1.0;1.0;5.0;16.0;0.0;1.4832396974191326;0.0;0.0
2.7222222222222223;0.3233808333817773;0.7777777777777778;4.25;0.0;0.0;0.0;2.0;0.0;0.0;3.2539568672798427;1.0;0.0;2.2777777777777777;1.75;18.0;1.1274936053323579;3.60978836;0.0;18.0;1.9595038350731984;0.0;0.0;9.0;0.0;0.0;1.0;0.0;1.6666666666666667;3.6097883597777782;2.4444444444444446;0.75000000025;647.0;1.0;2.0;3.0;36.142857143;108.0;1.1111111111111112;0.0;18.0;1.0;0.0;8.0;0.5734157650695518;0.0;1.0;39.0;18.0;1.0691748581944838;1.0;64.976190476;18.0;18.0;18.0;8.222419708788335;0.0;0.0;36.0;0.0;4.203950833963105;12.0;2.444815776905601;1.5264551613058026;0.0;647.0;0.0;0.0;0.0;0.14285714300000002;0.0;18.0;1.0;0.75;1.0;0.0;0.7222222222222222;4.0;70.41666666666667;18.0;0.75;5.625;0.0;0.0;16.0;8.442229671719751;0.0;0.0;1.0;1.7222222222222223;0.6183469424008423;1.3710082791452516;1.0;647.0;2.0;18.0;10.0;6.0;0.0;18.0;1.0;1.0;2.0;0.8875661375555556;1.0;0.7222222222222222;1.0;1.75;0.9505409582689336;0.0;1.0178151661369077;0.40272229202075227;1.0;1.875;False;1.0;0.0;4.0;0.0;1.0;0.4651965113711636;0.0;0.5;0.0;2.0;18.0;0.0;1.2153699778283713;0.0;0.0
5.333333333333333;2.081665999466133;0.6666666666666666;4.0;0.0;0.0;0.0;2.0;0.0;0.5;2.6457513110645907;1.5;0.0;2.333333333333333;2.0;3.0;2.309401076758504;6.666666667;0.0;3.0;2.1613246698542117;0.0;1.0;9.0;0.0;0.0;1.0;0.0;2.0;6.666666666666668;2.6666666666666665;1.0;114.0;2.5;2.5;4.0;17.0;48.0;2.6666666666666665;0.5;3.0;2.0;0.0;7.0;1.1228070175438596;0.0;1.0;21.0;3.0;1.1502655067029408;3.5;20.0;3.0;3.0;3.0;8.962886439832502;0.0;0.0;16.0;0.0;3.055050463303893;5.0;1.5275252316519463;2.309401076758504;0.0;114.0;0.0;0.0;0.0;1.0;0.0;3.0;1.5;2.0;1.0;0.0;1.3333333333333333;3.0;28.875;3.0;8.0;4.5;0.0;0.0;6.0;9.237604307034012;0.0;2.0;2.0;2.0;2.0816659994661326;1.987306403448964;2.0;114.0;4.0;3.0;4.0;4.0;0.0;3.0;1.5;1.5;3.0;1.3333333333333333;1.0;1.3333333333333333;1.5;3.0;1.2982456140350878;0.0;1.0;0.5773502691896257;1.0;9.5;False;2.0;0.0;1.0;0.5;1.0;0.6381578947368421;0.0;1.6666666666666667;1.0;5.0;3.0;1.0;0.5773502691896258;1.0;0.0
0.0;0.6324555320336759;2.8666666666666667;14.0;0.0;0.0;0.0;4.0;0.0;1.0;5.049280948336911;3.0;0.0;4.466666666666667;0.0;15.0;0.0;2.6;0.0;15.0;2.1085205076919937;0.0;3.0;8.0;0.0;0.0;2.0;0.0;5.7333333333333325;2.6;8.6;2.0;755.0;2.0;3.0;0.0;4.0;89.0;2.6;1.0;15.0;3.0;0.0;7.0;0.8013245033112583;0.0;2.0;33.0;15.0;1.1284912436706924;3.0;39.0;15.0;15.0;15.0;0.6324555320336759;0.0;0.0;0.0;0.0;6.915820372780906;16.0;2.503331114069145;0.0;1.0;755.0;0.0;0.0;0.0;2.0;0.0;15.0;2.0;0.0;3.0;0.0;0.0;3.0;113.64606741573034;15.0;0.0;5.25;0.0;0.0;20.0;0.0;0.0;11.0;3.0;2.466666666666667;0.6324555320336759;1.5900047025841275;4.0;755.0;3.0;15.0;7.0;0.0;0.0;15.0;2.0;2.0;7.0;2.6;2.0;0.0;2.0;9.0;1.2463576158940397;0.0;0.6399404734221844;0.6324555320336759;5.0;3.0;False;3.0;0.0;5.0;1.0;1.0;0.5818196152633238;0.0;1.6;2.0;4.0;15.0;2.0;2.0307165050320357;8.0;0.0
0.0;0.7822372794046079;0.09375;3.0;0.0;0.0;0.0;4.0;0.0;0.0;1.3182955760399302;4.0;0.0;1.375;0.0;32.0;0.0;2.96875;0.0;32.0;2.0374199244192086;0.0;0.0;10.0;0.0;0.0;1.0;0.0;1.5625;2.96875;1.65625;2.0;705.0;3.0;1.0;0.0;4.0;75.0;2.96875;1.0;32.0;1.0;0.0;10.0;0.4879432624113475;0.0;2.0;34.0;32.0;1.1186278081346044;4.0;95.0;32.0;32.0;32.0;0.7822372794046079;0.0;0.0;0.0;0.0;1.5985754747233851;6.0;0.7071067811865476;0.0;1.0;705.0;0.0;0.0;0.0;2.0;0.0;32.0;1.0;0.0;3.0;0.0;0.0;3.0;81.82666666666667;32.0;0.0;7.5;0.0;0.0;8.0;0.0;0.0;1.0;3.0;1.09375;0.7822372794046079;1.3991411315043178;1.0;705.0;3.0;32.0;4.0;0.0;0.0;32.0;2.0;1.0;2.0;2.96875;2.0;0.0;2.0;3.0;0.7815602836879433;0.0;0.3901509219974802;0.7822372794046079;0.0;4.0;False;3.0;0.0;2.0;1.0;1.0;0.3868912529550828;0.0;1.96875;2.0;4.0;32.0;1.0;0.3901509219974802;1.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;1.0;0.0;1.5;0.0;1.0;1.4967792426626656;0.0;0.0;5.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;2.0;80.0;1.0;1.0;0.0;2.0;14.0;2.0;0.0;1.0;1.0;0.0;9.0;0.825;0.0;2.0;9.0;1.0;0.7495779403154784;2.0;3.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;80.0;0.0;0.0;0.0;2.0;0.0;1.0;1.0;0.0;2.0;0.0;0.0;1.0;6.75;1.0;0.0;2.5;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;2.4534914414288376;1.0;80.0;1.0;1.0;1.0;0.0;0.0;1.0;2.0;1.0;1.0;2.0;2.0;0.0;2.0;0.0;0.6125;0.0;0.0;0.0;0.0;2.0;False;2.0;0.0;0.0;1.0;1.0;0.2875;0.0;1.0;1.0;2.0;1.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;10.0;0.0;1.0;0.0;10.0;1.2871412802891002;0.0;0.0;6.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;429.0;1.0;1.0;0.0;1.0;42.0;1.0;0.0;10.0;1.0;0.0;5.0;0.22843822843822845;0.0;1.0;24.0;10.0;0.7300397835242809;1.0;10.0;10.0;10.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;429.0;0.0;0.0;0.0;1.0;0.0;10.0;1.0;0.0;1.0;0.0;0.0;2.0;29.42857142857143;10.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.1;0.5163977794943223;0.7728044777161702;1.0;429.0;1.0;10.0;1.0;0.0;0.0;10.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.4289044289044289;0.0;0.31622776601683794;0.0;0.0;1.0;False;1.0;0.0;0.0;0.0;1.0;0.2196969696969697;0.0;0.4;0.0;1.0;10.0;0.0;0.0;0.0;0.0
0.0;0.3779644730092273;5.285714285714286;12.0;0.0;0.0;0.0;3.0;0.0;1.0;4.69041575982343;2.0;0.0;6.7142857142857135;0.0;7.0;0.0;2.090909091;0.0;7.0;2.4983762362179043;0.0;5.0;22.0;0.0;0.0;2.0;0.0;4.0;2.142857142857143;9.285714285714286;2.0;743.0;1.0;2.5;0.0;3.0;140.0;2.142857142857143;1.0;7.0;2.0;0.0;9.0;0.6366083445491252;2.0;2.0;45.0;7.0;1.3856327398380404;2.0;23.0;7.0;7.0;7.0;0.3779644730092273;0.0;0.0;0.0;0.0;9.10520520937128;13.0;6.019808571549037;0.0;1.0;743.0;0.0;0.0;0.0;2.0;0.0;7.0;2.5;0.0;2.0;0.0;0.0;4.0;79.875;7.0;0.0;12.375;1.0;0.0;27.0;0.0;0.0;7.0;2.0;2.4285714285714284;0.3779644730092273;1.5162570301369451;5.0;743.0;2.0;7.0;19.0;0.0;0.0;7.0;2.0;2.0;8.0;2.142857142857143;2.0;0.0;2.0;5.0;1.1924629878869448;0.0;0.7867957924694432;0.3779644730092273;7.5;2.0;False;2.0;1.0;14.0;1.0;2.0;0.5384760409322994;0.0;1.1428571428571428;1.0;3.0;7.0;2.5;4.8550415622761225;2.0;0.0
0.0;0.4577377082170634;0.2;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.7037315505489968;1.0;0.0;1.3333333333333333;0.0;15.0;0.0;1.388888889;0.0;15.0;1.6210439925094724;0.0;0.0;8.0;0.0;0.0;1.0;0.0;0.26666666666666666;1.0666666666666669;0.4666666666666667;1.0;663.0;1.0;1.0;0.0;2.0;82.0;1.0666666666666669;0.0;15.0;1.0;0.0;8.0;0.38461538461538464;0.0;0.0;26.0;15.0;0.9117053667384714;1.0;25.0;15.0;15.0;15.0;0.4577377082170634;0.0;0.0;0.0;0.0;1.245945806357946;2.0;0.8997354108424374;0.0;0.0;663.0;0.0;0.0;0.0;0.0;0.0;15.0;1.0;0.0;1.0;0.0;0.0;3.0;40.90243902439025;15.0;0.0;4.0;0.0;0.0;4.0;0.0;0.0;0.0;1.0;1.2;0.6324555320336759;1.133747013854761;1.0;663.0;2.0;15.0;4.0;0.0;0.0;15.0;1.0;1.0;1.0;1.0666666666666669;0.0;0.0;1.0;0.0;0.6561085972850679;0.0;0.5606119105813882;0.4577377082170634;0.0;1.0;False;1.0;0.0;2.0;0.0;1.0;0.3403720462543992;0.0;0.6;1.0;2.0;15.0;0.0;0.5606119105813882;0.0;0.0
2.702702702702702;0.8629859470146339;0.5135135135135135;2.0;0.0;0.0;0.0;3.0;0.0;0.0;1.6320734247158315;1.0;0.0;2.0;0.0;37.0;1.6589913357978248;3.804054054;0.0;37.0;2.157245515512193;0.0;0.0;11.0;0.0;0.0;1.0;0.0;1.054054054054054;3.8040540540540535;1.5675675675675675;1.0;1065.0;1.0;2.0;10.0;81.0;224.0;1.2432432432432432;0.0;37.0;1.0;0.0;9.0;0.739906103286385;0.0;0.0;42.0;37.0;1.2036928673803442;1.0;140.75;37.0;37.0;37.0;13.204473034093722;0.0;0.0;81.0;0.0;2.4556119461409267;7.0;1.8856180831641267;1.60797561722359;0.0;1065.0;0.0;0.0;0.0;0.0;0.0;37.0;1.0;0.0;1.0;0.0;0.4324324324324325;5.0;76.6875;37.0;0.0;8.25;0.0;0.0;9.0;13.389184824710961;0.0;0.0;1.0;1.648648648648649;0.8568746899250987;1.4959073209860403;1.0;1065.0;4.0;37.0;10.0;9.0;0.0;37.0;1.0;1.0;2.0;1.101351351351351;0.0;0.4324324324324325;1.0;1.0;1.2460093896713615;0.0;0.9779859183323942;0.5757225516309541;1.0;1.0;False;1.0;0.0;4.0;0.0;1.0;0.604507042253521;0.0;0.6486486486486487;1.0;5.0;37.0;0.0;1.0171207079469649;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5306271760093241;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;316.0;0.0;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0569620253164557;0.0;0.0;12.0;0.0;0.26152364181859017;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;316.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.7142857142857135;0.0;0.0;2.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4252905021885136;0.0;316.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.08544303797468354;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0379746835443038;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3.2105263157894735;1.3572417850765923;0.8947368421052632;6.5;0.0;0.0;0.0;4.0;0.0;0.0;5.271017523305548;2.0;0.0;3.1052631578947367;0.0;19.0;3.665071423316563;3.97985348;0.0;19.0;2.3674918714060547;0.0;0.0;10.0;0.0;0.0;1.0;0.0;3.3157894736842106;4.639097744368421;4.2105263157894735;0.8333333334999999;1044.0;1.5;2.5;16.0;36.142857143;192.0;1.7894736842105263;0.0;19.0;2.0;0.0;8.0;0.92911877394636;0.0;0.0;44.0;19.0;1.3240580743330133;2.0;103.476190476;19.0;19.0;19.0;8.46876072614591;0.0;0.0;36.0;0.0;5.986827646020712;20.0;3.2471309873675875;1.6525719808972867;0.0;1044.0;0.0;0.0;0.0;0.0;0.0;19.0;1.0;0.5;1.0;0.0;0.7894736842105263;6.0;97.05208333333331;19.0;0.5;7.5;0.0;0.0;23.0;8.784955241575862;0.0;2.0;1.0;2.0526315789473686;1.1969747440993466;1.8178709084426907;2.0;1044.0;4.0;19.0;13.0;6.0;0.0;19.0;1.0;1.0;3.5;1.4285714285789477;0.0;0.8947368421052632;1.0;4.5;1.3975095785440612;0.0;1.393384536958932;1.1972295221003204;1.5;4.0;False;2.0;0.0;3.0;0.0;1.0;0.689390622149243;0.0;1.1052631578947372;1.0;5.0;19.0;0.0;1.242521488394791;1.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.090909091;0.0;0.0;1.3250602488174452;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;472.0;0.0;0.0;0.0;0.0;51.0;0.0;0.0;0.0;0.0;0.0;7.0;0.326271186440678;0.0;0.0;21.0;0.0;0.7710082623998019;0.0;23.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;472.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33.76470588235294;0.0;0.0;4.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.1017783706837072;0.0;472.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4533898305084746;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.2360169491525424;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.778498944161523;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.3892494720807615;2.0;0.0;1.1666666666666667;0.0;12.0;0.0;2.090909091;0.0;12.0;1.3250602488174452;0.0;0.0;7.0;0.0;0.0;1.0;0.0;0.16666666666666666;1.6666666666666667;0.16666666666666666;1.0;472.0;1.25;1.0;0.0;3.0;51.0;1.6666666666666667;0.0;12.0;1.0;0.0;7.0;0.326271186440678;0.0;1.0;21.0;12.0;0.7710082623998019;2.0;23.0;12.0;12.0;12.0;0.778498944161523;0.0;0.0;0.0;0.0;0.3892494720807615;1.0;0.3892494720807615;0.0;0.0;472.0;0.0;0.0;0.0;1.0;0.0;12.0;1.0;0.0;1.5;0.0;0.0;1.0;33.76470588235294;12.0;0.0;4.2;0.0;0.0;1.0;0.0;0.0;0.0;1.5;1.0;0.9534625892455924;1.1017783706837072;1.0;472.0;3.0;12.0;2.0;0.0;0.0;12.0;1.0;1.0;1.0;1.6666666666666667;1.0;0.0;1.0;0.0;0.4533898305084746;0.0;0.0;0.778498944161523;0.0;2.0;False;1.5;0.0;0.0;0.0;1.0;0.2360169491525424;0.0;1.0;1.0;3.0;12.0;0.0;0.0;0.0;0.0
0.0;1.3024701806293193;0.5;0.5;0.0;0.0;0.0;4.0;0.0;0.0;0.7440238091428449;2.25;0.0;1.625;0.0;8.0;0.0;1.625;0.0;8.0;1.4216163689012649;0.0;0.0;7.0;0.0;0.0;1.0;0.0;0.375;1.625;0.875;1.0;421.0;1.5;1.25;0.0;4.0;59.0;1.625;0.0;8.0;1.0;0.0;7.0;0.3515439429928741;0.0;0.0;24.0;8.0;0.7537138341312046;2.25;13.0;8.0;8.0;8.0;1.3024701806293193;0.0;0.0;0.0;0.0;1.807721533549109;2.0;1.407885953173359;0.0;0.0;421.0;0.0;0.0;0.0;0.0;0.0;8.0;1.0;0.0;1.0;0.0;0.0;4.0;31.32203389830509;8.0;0.0;4.375;0.0;0.0;5.0;0.0;0.0;0.0;1.0;1.5;1.5526475085202969;1.13176168663121;1.0;421.0;4.0;8.0;5.0;0.0;0.0;8.0;1.0;1.0;1.25;1.625;0.0;0.0;1.0;0.25;0.4679334916864608;0.0;1.0690449676496976;1.3024701806293193;0.25;2.25;False;1.0;0.0;3.0;0.0;1.0;0.2286025336500396;0.0;1.125;0.5;4.0;8.0;0.0;1.0690449676496976;0.0;0.0
0.0;0.8660254037844386;0.08333333333333333;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;1.0;0.0;1.0833333333333333;0.0;12.0;0.0;1.214285714;0.0;12.0;1.446085360422383;0.0;0.0;6.0;0.0;0.0;1.0;0.0;0.0;1.25;0.08333333333333333;1.0;486.0;1.0;1.0;0.0;4.0;50.0;1.25;0.0;12.0;1.0;0.0;5.0;0.2798353909465021;0.0;1.0;26.0;12.0;0.8532936298057111;1.0;17.0;12.0;12.0;12.0;0.8660254037844386;0.0;0.0;0.0;0.0;0.2886751345948129;0.0;0.2886751345948129;0.0;0.0;486.0;0.0;0.0;0.0;1.0;0.0;12.0;1.0;0.0;1.0;0.0;0.0;2.0;38.22;12.0;0.0;4.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.1666666666666667;0.8876253645985945;0.8542705175633114;1.0;486.0;3.0;12.0;2.0;0.0;0.0;12.0;1.0;1.0;1.0;1.25;1.0;0.0;1.0;0.0;0.551440329218107;0.0;0.38924947208076144;0.8660254037844386;0.0;1.0;False;1.0;0.0;1.0;0.0;1.0;0.29372427983539096;0.0;0.6666666666666666;0.5;4.0;12.0;0.0;0.2886751345948129;0.0;0.0
0.0;0.7932002689527196;1.3125;8.0;0.0;0.0;0.0;5.0;0.0;0.0;5.0990195135927845;4.0;0.0;3.75;0.0;16.0;0.0;3.705882353;0.0;16.0;2.4444256963674555;0.0;1.5;9.0;0.0;0.0;1.0;0.0;4.0;3.6875;5.3125;3.0;422.0;3.0;3.0;0.0;5.0;97.0;3.6875;0.0;16.0;2.0;0.0;9.0;1.2014218009478672;0.0;2.0;35.0;16.0;1.3444512042180703;4.0;63.0;16.0;16.0;16.0;0.7932002689527196;0.0;0.0;0.0;0.0;6.1179381058218185;16.0;3.2557641192199416;0.0;1.0;422.0;0.0;0.0;0.0;2.0;0.0;16.0;1.0;0.0;4.0;0.0;0.0;4.0;96.70103092783505;16.0;0.0;6.0;0.0;0.0;19.0;0.0;0.0;3.5;4.0;2.0625;0.7932002689527196;2.0596099686801224;3.0;422.0;4.0;16.0;12.0;0.0;0.0;16.0;3.0;1.0;4.25;3.6875;2.0;0.0;3.0;5.75;1.6943127962085307;0.0;0.9979144919948468;0.7932002689527196;2.0;4.0;False;4.0;0.0;3.0;2.0;1.0;0.8239157827427971;0.0;2.6875;3.0;5.0;16.0;0.0;1.1954775893619531;1.5;0.0
0.07692307692307693;0.8006407690254358;0.2307692307692308;0.0;0.0;0.0;0.0;4.0;0.0;0.0;1.1094003924504583;3.0;0.0;1.3076923076923077;0.0;13.0;0.2773500981126146;2.75;0.0;13.0;1.7875086477484243;0.0;0.0;7.0;0.0;0.0;1.0;0.0;0.3076923076923077;2.8076923076923075;0.5384615384615384;2.0;221.0;2.0;1.0;1.0;4.0;44.0;2.8461538461538463;0.0;13.0;1.0;0.0;8.0;0.7918552036199095;0.0;1.0;23.0;13.0;0.9797831297777012;3.0;38.5;13.0;13.0;13.0;0.8046340145904207;0.0;0.0;1.0;0.0;1.941450686788302;4.0;1.1094003924504583;0.2773500981126146;0.0;221.0;0.0;0.0;0.0;1.0;0.0;13.0;1.0;0.0;3.0;0.0;0.07692307692307693;2.0;48.35227272727273;13.0;0.0;4.0;0.0;0.0;7.0;0.2773500981126146;0.0;0.0;3.0;1.0769230769230769;0.8006407690254358;1.8121124530710209;1.0;221.0;3.0;13.0;5.0;1.0;0.0;13.0;3.0;1.0;1.0;2.730769230769231;1.0;0.07692307692307693;2.5;0.0;0.8823529411764706;0.0;0.2773500981126146;0.8807048459279792;0.0;3.0;False;3.0;0.0;3.0;2.0;1.0;0.4377962723550959;0.0;1.8461538461538465;2.0;4.0;13.0;0.0;0.8320502943378437;0.0;0.0
0.2727272727272727;1.1037127426019049;1.0909090909090908;5.0;0.0;0.0;0.0;4.0;0.0;0.0;1.9211738835693897;3.5;0.0;3.1818181818181817;0.0;11.0;0.9045340337332908;2.75;0.0;11.0;2.229469527042338;0.0;0.0;8.0;0.0;0.0;1.0;0.0;2.090909090909091;2.636363636363636;3.1818181818181817;1.25;271.0;2.5;2.5;3.0;4.0;83.0;2.727272727272727;0.5;11.0;2.0;0.0;7.0;0.9630996309963101;0.0;1.0;33.0;11.0;1.2806993575976813;3.5;33.0;11.0;11.0;11.0;1.0975178606954217;0.0;0.0;1.0;0.0;3.655630775069655;5.0;2.5619594773603196;0.4670993664969138;0.0;271.0;0.0;0.0;0.0;1.0;0.0;11.0;1.5;0.5;2.0;0.0;0.2727272727272727;4.0;56.06024096385542;11.0;0.5;4.8;0.0;0.0;11.0;0.4670993664969138;0.0;2.0;3.0;2.0;1.1037127426019049;1.6595749079876103;2.0;271.0;3.0;11.0;9.0;1.0;0.0;11.0;2.0;1.0;4.5;2.363636363636364;1.0;0.2727272727272727;2.0;3.5;1.5793357933579335;0.0;1.1832159566199232;1.2667065384474236;1.5;3.5;False;2.5;0.0;6.0;1.0;1.0;0.7712396766824812;0.0;1.7272727272727273;2.0;4.0;11.0;0.5;1.9211738835693897;2.0;0.0
